synonyms	doi	model_treatment	msi_status	mutational_burden	ploidy	parent_id	mutation_data	methylation_data	expression_data	cnv_data	crispr_ko_data	fusion_data	drug_data	cancer_type	cancer_type_ncit_id	sampling_day	sample_treatment_details	tnm_integrated	species	HCMI
OESO_082		None	MSS				1.0	0.0	0.0	0.0	0.0	0.0	0.0	Esophageal Carcinoma	C4025	28.0	"Capecitabine
Cisplatin
Epirubicin"	IIIC	Homo Sapiens	
Epstein-Barr-1							0.0	0.0	1.0	0.0	0.0	0.0	0.0	Burkitt's Lymphoma	C27694				Homo Sapiens	
NCI-SNU-182			MSS	9.833333333	3.204622268		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Hepatocellular Carcinoma	C3099				Homo Sapiens	
			MSI	89.63333333	3.7264229		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Colorectal Carcinoma	C4349				Homo Sapiens	
			MSS	3.8	3.309633959		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Mesothelioma	C45665				Homo Sapiens	
MDA-468			MSS	10.7	2.842148349		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Breast Carcinoma	C5214				Homo Sapiens	
			MSS	6.6	3.459824581		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Other Solid Carcinomas	C4866				Homo Sapiens	
			MSS	3.833333333	3.144834349		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Melanoma	C3224				Homo Sapiens	
			MSS	5.233333333	3.601399733		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Small Cell Lung Carcinoma	C4917				Homo Sapiens	
			MSS	33.2	2.035776948		1.0	1.0	1.0	1.0	0.0	0.0	1.0	B-Lymphoblastic Leukemia	C8644				Homo Sapiens	
			MSS	5.966666667	4.326234901		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Small Cell Lung Carcinoma	C4917		3 cycles of chemotherapy treatment with eroposide, colchicine, methotrexate and vincristine		Homo Sapiens	
					1.977849767		1.0	0.0	1.0	0.0	0.0	0.0	1.0	Colorectal Carcinoma	C4910				Homo Sapiens	
KCC-C1			MSS	24.63333333	2.776076334		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Squamous Cell Lung Carcinoma	C3493				Homo Sapiens	
COLO_075		None	MSS				1.0	0.0	0.0	0.0	0.0	0.0	0.0	Colorectal Carcinoma	C9383	14.0		I	Homo Sapiens	
IARC-EW1	10.1016/0165-4608(84)90002-5		MSS	5.4	2.165278068		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Ewing's Sarcoma	C4817	28.0			Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Melanoma	C3224				Homo Sapiens	
	10.1172/JCI116046	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ovarian Carcinoma	C40439				Homo Sapiens	
IARC/BL41			MSS	6.833333333	3.107607582		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Burkitt's Lymphoma	C2912				Homo Sapiens	
	10.1016/j.jss.2011.04.021	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Pancreatic Carcinoma	C9120				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Pancreatic Carcinoma	C3850	19.0			Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma Cell Myeloma	C3242				Homo Sapiens	
	10.1182/blood.V78.8.1996.1996	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma Cell Myeloma	C3242				Homo Sapiens	
	10.1002/ijc.2910540617						0.0	1.0	1.0	0.0	0.0	0.0	1.0	Colorectal Carcinoma	C9383				Homo Sapiens	
			MSS	7.433333333	2.837644199		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Breast Carcinoma	C4017				Homo Sapiens	
			MSI	84.5	1.934753061		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Colorectal Carcinoma	C4910				Homo Sapiens	
	10.1002/jcb.240630505						0.0	0.0	0.0	0.0	0.0	0.0	0.0	Small Cell Lung Carcinoma	C4917				Homo Sapiens	
OESO_036		None	MSS				1.0	0.0	0.0	0.0	0.0	0.0	0.0	Esophageal Carcinoma	C4025	5.0	"Capecitabine
Cisplatin
Trastuzumab"		Homo Sapiens	
G519			MSS	4.566666667	1.890870719		1.0	1.0	1.0	1.0	0.0	0.0	1.0	B-Cell Non-Hodgkin's Lymphoma	C4337				Homo Sapiens	
			MSS	7.466666667	1.809873856		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Esophageal Carcinoma	C4025				Homo Sapiens	
EST73			MSS	7.166666667	2.00704583		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Melanoma	C3224				Homo Sapiens	
			MSI	116.7333333	3.302509972		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Colorectal Carcinoma	C5543				Homo Sapiens	
						SIDM01254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Burkitt's Lymphoma	C27694				Homo Sapiens	
		Transformed (EBV)					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Cancerous					Homo Sapiens	
			MSS	6.166666667	1.779601036		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Other Solid Carcinomas	C3716				Homo Sapiens	
		Transformed (Unknown)					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Cancerous					Homo Sapiens	
			MSS	25.06666667	3.785519502		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Thyroid Gland Carcinoma	C3878				Homo Sapiens	
	10.1158/1535-7163.MCT-15-0558	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Glioma	C94764				Homo Sapiens	
	10.1016/B978-0-12-221970-2.50457-5	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Other Blood Cancers	C82217				Homo Sapiens	
	10.1002/jcb.240630505	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Small Cell Lung Carcinoma	C4917	27.0	Unknown		Homo Sapiens	
			MSS		3.037043449		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Bladder Carcinoma	C4912				Homo Sapiens	
							0.0	0.0	0.0	0.0	0.0	0.0	0.0	B-Lymphoblastic Leukemia	C9140				Homo Sapiens	
			MSI	55.8	1.966998918		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Other Solid Carcinomas	C6340				Homo Sapiens	
		Unknown				SIDM00846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Cervical Carcinoma	C4029				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Glioblastoma	C3058				Homo Sapiens	
	10.1159/000112062	Unknown				SIDM01831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Hodgkin's Lymphoma	C9357		BEACOPP (32 Gy); 2 cycles of DHAP followed by BEAM; 3 cycles of rituximab, gemcitabine and dexamethasone.		Homo Sapiens	
RPMI no 8226;RPMI 8226/S;GM02132;GM2132;Simpson			MSS	12.43333333	2.914442215		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Plasma Cell Myeloma	C3242				Homo Sapiens	
			MSS	6.433333333	3.989148709		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Burkitt's Lymphoma	C2912		yclophosphamide, hydroxydaunomycin, vincristine, and prednisone (CHOP chemotherapy)		Homo Sapiens	
			MSS	4.633333333	1.772999462		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Mesothelioma	C45662				Homo Sapiens	
			MSS	8.3	3.424897378		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Chondrosarcoma	C2946				Homo Sapiens	
							0.0	0.0	1.0	0.0	0.0	0.0	0.0	Gastric Carcinoma	C5473				Homo Sapiens	
WC00054			MSS	9.066666667	3.186696437		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Melanoma	C3224				Homo Sapiens	
			MSS	5.033333333	2.098782056		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Acute Myeloid Leukemia	C9154				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ewing's Sarcoma	C4817				Homo Sapiens	
			MSS	9.833333333	4.013405939		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Burkitt's Lymphoma	C2912				Homo Sapiens	
		Unknown				SIDM01583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Melanoma	C3510				Homo Sapiens	
	10.1290/1071-2690(2001)037<0625:EACONH>2.0.CO;2	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Glioblastoma	C3058				Homo Sapiens	
A-172 MG			MSS	8.433333333	3.456949527		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Glioblastoma	C3058				Homo Sapiens	
	10.1002/ijc.2910600115	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Other Solid Carcinomas	C9231				Homo Sapiens	
			MSS	3.9	3.243548874		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Mesothelioma	C7376				Homo Sapiens	
							0.0	0.0	0.0	0.0	0.0	0.0	0.0	Esophageal Squamous Cell Carcinoma	C4024				Homo Sapiens	
UO-31			MSS	5.033333333	2.211021035		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Kidney Carcinoma	C9385				Homo Sapiens	
			MSS	16.5	2.839033652		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Breast Carcinoma	C4872				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Endometrial Carcinoma	C7359				Homo Sapiens	
			MSS	16.33333333	3.493098773		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Other Solid Carcinomas	C3222				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Kidney Carcinoma	C9385				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Colorectal Carcinoma	C4349	12.0		IIA	Homo Sapiens	
							0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bladder Carcinoma	C4912				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Rhabdomyosarcoma	C3359				Homo Sapiens	
NCI-747			MSS	6.6	2.974481752		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Colorectal Carcinoma	C5543				Homo Sapiens	
			MSS	11.2	3.142265697		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Small Cell Lung Carcinoma	C3512				Homo Sapiens	
			MSS	10.2	2.620502423		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Osteosarcoma	C9145				Homo Sapiens	
		Unknown				SIDM00795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Melanoma	C3802				Homo Sapiens	
			MSS	10.56666667	3.241287842		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Small Cell Lung Carcinoma	C4917				Homo Sapiens	
			MSS	7.5	1.907163571		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Esophageal Carcinoma	C4025				Homo Sapiens	
							0.0	0.0	0.0	0.0	0.0	0.0	0.0	Esophageal Squamous Cell Carcinoma	C4024				Homo Sapiens	
			MSS	7.0	2.481440645		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Melanoma	C3224				Homo Sapiens	
			MSS	12.36666667	2.12860247		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Melanoma	C3802				Homo Sapiens	
			MSS	7.933333333	1.960455952		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Glioblastoma	C3058				Homo Sapiens	
			MSI	25.66666667	2.257732755		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Endometrial Carcinoma	C7359				Homo Sapiens	
	10.4161/cbt.7.11.6723	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Esophageal Carcinoma	C7027				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Small Cell Lung Carcinoma	C3512				Homo Sapiens	
	10.1002/jcb.240630505	Transformed (EBV)					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Cancerous	C41168				Homo Sapiens	
NCI-SNU-283	10.1002/(SICI)1097-0215(19990611)81:6<902::AID-IJC11>3.0.CO;2-T		MSS	10.9	3.525314958		1.0	1.0	1.0	1.0	0.0	0.0	0.0	Colorectal Carcinoma	C9383	1.0			Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Rhabdomyosarcoma	C3359				Homo Sapiens	
	10.1007/s00441-001-0510-y	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Pancreatic Carcinoma	C9120				Homo Sapiens	
	10.3748/wjg.v5.i4.289	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Hepatocellular Carcinoma	C3099		Transcatheter Arterial Embolisation		Homo Sapiens	
			MSS	5.533333333	2.689760153		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Breast Carcinoma	C4017				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bladder Carcinoma	C4912				Homo Sapiens	
143B TK-;143TK-;HOS-143B;GM05887							0.0	0.0	0.0	0.0	0.0	0.0	0.0	Osteosarcoma	C9145				Homo Sapiens	
			MSS	7.7	3.743835019		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Small Cell Lung Carcinoma	C3512				Homo Sapiens	
	10.1158/1078-0432.CCR-12-2641	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Other Solid Carcinomas	C3704				Homo Sapiens	
			MSS	16.16666667	2.750861571		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Melanoma	C3510				Homo Sapiens	
			MSS	6.666666667	2.954600902		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Oral Cavity Carcinoma	C4648				Homo Sapiens	
			MSS	9.166666667	4.221982122		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Other Solid Carcinomas	C5234				Homo Sapiens	
	10.1006/gyno.1996.0194	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ovarian Carcinoma	C7550		4 courses of cyclophosphamide (PEC), 3 courses of carboplatin plus interferon and 1 course of Taxol plus ifosfamide.		Homo Sapiens	
			MSS	16.23333333	3.042884606		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Small Cell Lung Carcinoma	C4917				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Squamous Cell Lung Carcinoma	C3493				Homo Sapiens	
			MSS	14.56666667	2.90237828		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Thyroid Gland Carcinoma	C3878				Homo Sapiens	
			MSS	17.66666667	5.262726359		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Glioma	C9477				Homo Sapiens	
LC-1/sq-Serum Free						SIDM00300	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Squamous Cell Lung Carcinoma	C3493				Homo Sapiens	
			MSS	10.2	2.884456635		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Esophageal Squamous Cell Carcinoma	C4024				Homo Sapiens	
NIH:OVCAR-8;OVCA8			MSS	9.466666667	2.420706802		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Ovarian Carcinoma	C105555				Homo Sapiens	
			MSS	10.16666667	3.155959625		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Acute Myeloid Leukemia	C9154		7 year chlorambucil		Homo Sapiens	
			MSS	18.36666667	2.506712832		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Squamous Cell Lung Carcinoma	C3493				Homo Sapiens	
RD-2;130T;TE-32;TE 32.T			MSS	7.2	2.167211752		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Rhabdomyosarcoma	C8971		Cyclophosphamide		Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ovarian Carcinoma	C105555		Fifteen courses of FAMT (5-fluorouracil, cyclophosphamide, mitomycin C and chromomycin A)		Homo Sapiens	
		Transformed (EBV)					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Cancerous					Homo Sapiens	
	10.1002/path.1711600313	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Oral Cavity Carcinoma	C4833				Homo Sapiens	
			MSS	12.36666667	2.675383331		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Breast Carcinoma	C4872				Homo Sapiens	
							0.0	0.0	0.0	0.0	0.0	0.0	0.0	Other Solid Carcinomas	C3752				Homo Sapiens	
AQ-Mel			MSS	14.1	1.965257316		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Melanoma	C3224				Homo Sapiens	
		Unknown				SIDM01479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ovarian Carcinoma	C105555				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Neuroblastoma	C3270				Homo Sapiens	
			MSS	4.533333333	3.840243766		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Ovarian Carcinoma	C7550		The patient had received sequential treatment with cisplatin and cyclophosphamide, cisplatin and etoposide and subsequently tamoxifen		Homo Sapiens	
			MSS	7.933333333	3.455969139		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Other Solid Carcinomas	C3194				Homo Sapiens	
							0.0	1.0	1.0	1.0	0.0	0.0	1.0	Cervical Carcinoma	C4028				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Other Solid Carcinomas	C3716				Homo Sapiens	
			MSS	10.43333333	2.113523952		1.0	1.0	1.0	1.0	0.0	0.0	1.0	B-Lymphoblastic Leukemia	C9140				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Endometrial Carcinoma	C7359				Homo Sapiens	
			MSS	11.9	3.071950007		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Glioblastoma	C3058				Homo Sapiens	
			MSS	5.933333333	2.235427396		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Ewing's Sarcoma	C4817				Homo Sapiens	
			MSS	11.6	1.989842841		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Small Cell Lung Carcinoma	C4917				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Colorectal Carcinoma	C4349				Homo Sapiens	
					2.749338365		1.0	0.0	1.0	0.0	0.0	0.0	1.0	Head and Neck Carcinoma	C34447				Unknown	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Biliary Tract Carcinoma	C35417				Homo Sapiens	
	10.1038/20459	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Kidney Carcinoma	C4033				Homo Sapiens	
	10.1159/000063804	Transfected with a luciferase (LUC) expressing vector.				SIDM01854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Cervical Carcinoma	C27676				Homo Sapiens	
			MSS	8.733333333	3.009254755		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Small Cell Lung Carcinoma	C3512				Homo Sapiens	
			MSS	4.966666667	1.702749011		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Mesothelioma	C7376				Homo Sapiens	
			MSS	6.766666667	2.345081379		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Kidney Carcinoma	C9385				Homo Sapiens	
	10.1016/j.oraloncology.2007.05.003	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Oral Cavity Carcinoma	C4648				Homo Sapiens	
KU 19-19, KU19-19;Keio University-19-19			MSS	11.86666667	3.210255457		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Bladder Carcinoma	C4912				Homo Sapiens	
			MSS	8.4	2.094163758		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Plasma Cell Myeloma	C3242				Homo Sapiens	
			MSS	9.1	2.466229658		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Head and Neck Carcinoma	C34447				Homo Sapiens	
			MSS	9.4	2.610143457		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Ovarian Carcinoma	C105555				Homo Sapiens	
			MSS	4.3	3.362044201		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Breast Carcinoma	C4017	30.0			Homo Sapiens	
	10.3389/fonc.2013.00183	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Rhabdomyosarcoma	C8971				Homo Sapiens	
		Transformed (HPV-16 E6/E7 oncoproteins)					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Cancerous	C12971				Homo Sapiens	
			MSS	18.26666667	3.672370747		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Small Cell Lung Carcinoma	C3512				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Small Cell Lung Carcinoma	C4917				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Small Cell Lung Carcinoma	C4450				Homo Sapiens	
							0.0	1.0	1.0	0.0	0.0	0.0	0.0	Hepatocellular Carcinoma	C3728				Homo Sapiens	
			MSS	4.066666667	1.710747704		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Thyroid Gland Carcinoma	C8054				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ovarian Carcinoma	C40078				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Biliary Tract Carcinoma	C35417				Homo Sapiens	
			MSS	10.03333333	1.977893038		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Chondrosarcoma	C2946				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Esophageal Carcinoma	C4025	9.0	"Capecitabine
Cisplatin
Epirubicin"	IIIA	Homo Sapiens	
							0.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma Cell Myeloma	C3242				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Glioblastoma	C3058				Homo Sapiens	
							0.0	0.0	0.0	0.0	0.0	0.0	0.0	Colorectal Carcinoma	C4349				Homo Sapiens	
			MSS	3.966666667	3.406234389		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Glioblastoma	C3058				Homo Sapiens	
HCE-7 (NM)							1.0	1.0	1.0	1.0	0.0	0.0	0.0	Esophageal Squamous Cell Carcinoma	C4024				Homo Sapiens	
			MSS	10.43333333	1.859651555		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Ovarian Carcinoma	C7550				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Other Solid Carcinomas	C3230				Homo Sapiens	
			MSS	4.566666667	2.738245143		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Melanoma	C3224				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Kidney Carcinoma	C9385				Homo Sapiens	
PCI-06A;PCI-6T			MSS	7.633333333	3.024882837		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Head and Neck Carcinoma	C34447				Homo Sapiens	
			MSS	13.2	3.995937759		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Small Cell Lung Carcinoma	C2926				Homo Sapiens	
			MSS	8.5	1.89009284		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Hodgkin's Lymphoma	C9357				Homo Sapiens	
	10.1046/j.1365-2141.2002.03908.x	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	B-Lymphoblastic Leukemia	C3171				Homo Sapiens	
		Unknown				SIDM01390	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Small Cell Lung Carcinoma	C3512				Homo Sapiens	
			MSS	31.93333333	2.488883443		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Esophageal Squamous Cell Carcinoma	C4024				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Colorectal Carcinoma	C7973	4.0		IIIC	Homo Sapiens	
			MSS	20.4	2.015223357		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Small Cell Lung Carcinoma	C4917				Homo Sapiens	
		Transformed (EBV)					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Cancerous	C41168				Homo Sapiens	
SUD4;SU4			MSS	7.166666667	2.130016774		1.0	1.0	1.0	1.0	0.0	0.0	1.0	B-Cell Non-Hodgkin's Lymphoma	C8851				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bladder Carcinoma	C4912				Homo Sapiens	
			MSS	9.833333333	2.167819827		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Acute Myeloid Leukemia	C9154				Homo Sapiens	
			MSS	4.6	3.124960969		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Bladder Carcinoma	C4912				Homo Sapiens	
	10.1111/j.1349-7006.2008.00882.x	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Thyroid Gland Carcinoma	C3878				Homo Sapiens	
			MSS	12.6	2.960436159		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Hepatocellular Carcinoma	C3099				Homo Sapiens	
			MSS	12.8	3.372390699		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Small Cell Lung Carcinoma	C3512				Homo Sapiens	
	10.3892/ijo.2013.2224	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Glioblastoma	C3058				Homo Sapiens	
NCI-H441-4;NCI-441			MSS	15.36666667	2.670447857		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Small Cell Lung Carcinoma	C5650				Homo Sapiens	
OV1/P			MSI	59.36666667	3.986690149		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Ovarian Carcinoma	C7979				Homo Sapiens	
			MSS	13.93333333	4.194214793		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Small Cell Lung Carcinoma	C3512				Homo Sapiens	
			MSS	3.333333333	3.223552437		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Cancerous	C2897				Homo Sapiens	
			MSS	5.366666667	2.868896767		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Pancreatic Carcinoma	C8294				Homo Sapiens	
Panc 2.03			MSS	4.4	3.238274345		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Pancreatic Carcinoma	C8294				Homo Sapiens	
	10.1002/pros.1041	Transformed (HPV-18); N-methyl-N-nitrosurea (MNU)				SIDM00020	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Cancerous	C33414				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	B-Cell Non-Hodgkin's Lymphoma	C3457				Homo Sapiens	
	10.1016/S0022-5347(17)45139-1	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bladder Carcinoma	C4912				Homo Sapiens	
			MSS	9.3	3.055100554		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Glioblastoma	C3058				Homo Sapiens	
			MSS	7.233333333	3.992141663		1.0	1.0	1.0	1.0	0.0	0.0	1.0	B-Cell Non-Hodgkin's Lymphoma	C4753				Homo Sapiens	
			MSS	15.93333333	2.867374567		1.0	0.0	1.0	1.0	0.0	0.0	1.0	Non-Small Cell Lung Carcinoma	C3512				Homo Sapiens	
NIH:OVCAR-3			MSS	6.066666667	3.101523525		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Ovarian Carcinoma	C105555				Homo Sapiens	
COLO_025		None	MSS				1.0	0.0	0.0	0.0	0.0	0.0	0.0	Colorectal Carcinoma	C9383	29.0		IIIB	Homo Sapiens	
	10.1002/jso.2930280320	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Kidney Carcinoma	C4033				Homo Sapiens	
			MSS	8.266666667	2.091960668		1.0	1.0	1.0	1.0	0.0	0.0	1.0	B-Cell Non-Hodgkin's Lymphoma	C3457				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Other Solid Carcinomas	C9231				Homo Sapiens	
