"Field"	"model_id"	"name"	"type"	"growth_properties"	"parent_id"	"origin_patient_sample_id"	"comments"	"supplier"	"external_ids"	"publications"
	"SIDM01223"	"I-2-1"	"Cell Line"	"Suspension"	"SIDM01016"	"SIDS00539"	" J-RT3-T3-5 is a derivative mutant of the Jurkat subclone Jurkat-Clone-E61 that lacks the beta chain of the T cell antigen receptor (ATCC).
A3 is a wild-type A3 subclone of Jurkat generated through treatment with Fas Antibody and is very sensitive to Fas-mediated apoptosis (ATCC).
I-9-2 and I-2-1 are subclones of A3 generated by treating A3 clone with ICR-191 (frameshifting mutagen) in the presence of Fas Antibody for 3-5 weeks (ATCC).
I-9-2 has a mutation in the cysteine protease caspase-8/FLICE (ATCC).
I-2-1 has amutation in the adaptor FADD (ATCC).
Jurkat-Clone-E61 is a clone of Jurkat-FHCRC which is itself a derivative of the Jurkat cell line (ATCC).
JKT-beta-del is a derivative of Jurkat isolated by cell sorting and lacks the surface expression of the T-cell receptor alpha/beta/CD3 complex. (JCRB)"	"ATCC:CRL-2572"	"CVCL_3724"	
	"SIDM01229"	"BE2-M17"	"Cell Line"	"Adherent"	"SIDM00894"	"SIDS00084"	" BE2-M17 is a subclone of SK-N-BE-2.
BE2-C is a subclone of SK-N-BE-2 (ATCC)."	"ATCC:CRL-2267"	"COSMIC753616,ACH-002217,CVCL_0167,CCLE_Name:BE2M17_AUTONOMIC_GANGLIA"	
	"SIDM01560"	"Hs-729-T"	"Cell Line"	"Adherent"			" "	"ATCC:HTB-153"	"ACH-000133,CVCL_0871,CCLE_Name:HS729_SOFT_TISSUE"	
	"SIDM01925"	"UT-7-EPO"	"Cell Line"	"Suspension"	"SIDM01908"	"SIDS01727"	" UT-7-EPO is an erythropoietin-dependent subline of UT-7 (DOI: 10.1182/blood.V82.2.456.456). 
UT-7-GM is a subline of UT-7 and is a bipotential cell line that can be induced to differentiate into erythroid and megakaryocytic lineages by EPO and TPO (DOI: 10.1182/blood.V89.11.4021). 
UT-7-TPO is a thrombopoietin-dependent subline of UT-7-GM (DOI: 10.1182/blood.V87.11.4552.bloodjournal87114552)."			8329702
	"SIDM01121"	"NCI-H69"	"Cell Line"	"Suspension"			" "	"ATCC:HTB-119"	"COSMIC688027,ACH-000358,CVCL_1579,CCLE_Name:NCIH69_LUNG"	
	"SIDM01941"	"1181N1"	"Cell Line"	"Adherent"	"SIDM01193"	"SIDS00414"	" U-118-MG and U-138-MG have identical VNTR, similar STR patterns and are very similar cytogenetically sharing at least six derivative marker chromosomes. (ATCC). 
1321N1 is a subclone of 1181N1 which itself is a subclone of U-118 MG  (ECACC)."			
	"SIDM00380"	"SKM-1"	"Cell Line"	"Suspension"			" "	"JCRB:JCRB0118"	"COSMIC909722,ACH-000373,CVCL_0098,CCLE_Name:SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM00678"	"HT-1376"	"Cell Line"	"Adherent"			" "	"ATCC:CRL-1472"	"COSMIC907066,ACH-000724,CVCL_1292,CCLE_Name:HT1376_URINARY_TRACT"	
	"SIDM01927"	"BJ1-hTERT"	"Cell Line"	"Adherent"	"SIDM01891"	"SIDS01735"	" The hTERT-immortalized foreskin fibroblast cell line, BJ-5ta, was derived by transfecting the BJ foreskin fibroblast cell line with the pGRN145 hTERT-expressing plasmid (ATCC)."	"ATCC:CRL-4001"	"ACH-001018,,CCLE_Name:BJHTERT_FIBROBLAST"	9454332
	"SIDM00441"	"ML-2"	"Cell Line"	"Suspension"			" The ML-1, ML-2, and ML-3 lines were all established from the peripheral blood samples obtained from the same patient with acute myeloid leukemia (PMID: 3458526)."	"DSMZ:ACC-15"	"COSMIC908141,ACH-002273,CVCL_1418,CCLE_Name:ML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM01297"	"HCM-SANG-0275-C18"	"Organoid"	"Unknown"			" "			
	"SIDM00620"	"D-336MG"	"Cell Line"	"Unknown"			" "		"COSMIC946369,ACH-002226,CVCL_1156,CCLE_Name:D336MG_CENTRAL_NERVOUS_SYSTEM"	
	"SIDM01622"	"HMC-1-8"	"Cell Line"	"Adherent"			" "	"JCRB:JCRB0166"	"ACH-000721,CVCL_2949,CCLE_Name:HMC18_BREAST"	
	"SIDM00979"	"WM-266-4"	"Cell Line"	"Adherent"			" WM115, WM266-4, WM239A and WM165-1 were all derived from the same patient. 
WM115 cell line originated from the primary tumor, and WM239A, WM165-1 and WM266-4 were from individual lymph-node metastases (Rockland). "	"Rockland:WM-266-4"	"COSMIC1299076,ACH-001239,CVCL_2765,CCLE_Name:WM2664_SKIN"	
	"SIDM00752"	"NCI-BL1770"	"Cell Line"	"Suspension"			" NCI-BL1770 is a lymphoblastoid line established from the same patient as NCI-H1770 (ATCC)."	"ATCC:CRL-5960"	"ACH-002365,CVCL_2644,CCLE_Name:NCIBL1770_MATCHED_NORMAL_TISSUE"	
	"SIDM00424"	"U-698-M"	"Cell Line"	"Suspension"			" "	"DSMZ:ACC-4"	"COSMIC909777,ACH-001680,CVCL_0017,CCLE_Name:U698M_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM00647"	"NCI-H1870"	"Cell Line"	"Suspension"			" NCI-H1870 and NCI-H1304 are known syonymous lines (ICLAC)."	"ATCC:CRL-5901"	"CVCL_1502"	
	"SIDM01974"	"LPS27"	"Cell Line"	"Unknown"			" "		"ACH-001793,,CCLE_Name:LPS27_SOFT_TISSUE"	
	"SIDM00385"	"RERF-LC-OK"	"Cell Line"	"Unknown"			" SK-MG-1 and Marcus share common ancestry (JCRB).

RERF-LC-OK has been shown to be contaminated with Marcus cell line (ICLAC)."	"JCRB:JCRB0811"	"CVCL_3154"	
	"SIDM00846"	"HeLa"	"Cell Line"	"Adherent"			" HeLaSF is a variant of Hela grown in serum free conditions. HEp-2 was originally thought to be derived from an epidermoid carcinoma of the larynx, but was found to contain HeLa marker chromosomes. DNA fingerprinting has confirmed it to have been established via HeLa cell contamination (ATCC).
BCG-823 was originally reported as a human gastric adenocarcinoma cell line. However, the STR DNA analysis pattern of BCG-823 showed contamination with the HeLa cell line (PMID: 26116706; 28851942).
GLC-82 was originally reported as a human lung adenocarcinoma cell line from a 32-year-old female patient. However, the STR DNA analysis pattern of GLC-82 showed contamination with the HeLa (PMID: 26116706)."	"ATCC:CCL-2"	"COSMIC1298134,ACH-001086,CVCL_0030,CCLE_Name:HELA_CERVIX"	
	"SIDM00741"	"NCI-H1694"	"Cell Line"	"Suspension"			" "	"ATCC:CRL-5888"	"COSMIC688006,ACH-000431,CVCL_1489,CCLE_Name:NCIH1694_LUNG"	
	"SIDM01349"	"RH-4"	"Cell Line"	"Adherent"			" RH-41 and RH-4 were both derived from the same patient sample. (PMID: 23882450)"		"ACH-001765,CVCL_5916,CCLE_Name:RH4_SOFT_TISSUE"	23882450
	"SIDM01926"	"UT-7-GM"	"Cell Line"	"Suspension"	"SIDM01908"	"SIDS01727"	" UT-7-EPO is an erythropoietin-dependent subline of UT-7 (DOI: 10.1182/blood.V82.2.456.456). 
UT-7-GM is a subline of UT-7 and is a bipotential cell line that can be induced to differentiate into erythroid and megakaryocytic lineages by EPO and TPO (DOI: 10.1182/blood.V89.11.4021). 
UT-7-TPO is a thrombopoietin-dependent subline of UT-7-GM (DOI: 10.1182/blood.V87.11.4552.bloodjournal87114552)."			9166841
	"SIDM01364"	"LN-444"	"Cell Line"	"Unknown"			" LN-443 is a subline of LN-444, and accordingly, both lines contain the same PTEN mutation. (PubMed=22570425)."		"CVCL_3961"	
	"SIDM00294"	"LU-135"	"Cell Line"	"Semi-Adherent"			" "	"RIKEN:RCB0468"	"COSMIC713899,ACH-001549,CVCL_1389,CCLE_Name:LU135_LUNG"	
	"SIDM00049"	"DiFi"	"Cell Line"	"Unknown"			" "	"Unknown:Unknown"	"COSMIC1789883,ACH-002233,CVCL_6895,CCLE_Name:DIFI_LARGE_INTESTINE"	
	"SIDM00496"	"HTC-C3"	"Cell Line"	"Adherent"			" "	"RIKEN:RCB0452"	"COSMIC924151,ACH-001350,CVCL_1295,CCLE_Name:HTCC3_THYROID"	
	"SIDM00784"	"KG-1-C"	"Cell Line"	"Unknown"			" "	"JCRB:JCRB0236"	"COSMIC1240164,ACH-000126,CVCL_2971,CCLE_Name:KG1C_CENTRAL_NERVOUS_SYSTEM"	
	"SIDM00838"	"NCOL-1"	"Cell Line"	"Adherent"			" NCOL-1 has been shown to be derived from LoVo (ICLAC)."	"Unknown:Unknown"	"CVCL_8375"	
	"SIDM00401"	"RVH-421"	"Cell Line"	"Adherent"			" "	"DSMZ:ACC-127"	"COSMIC909706,ACH-000614,CVCL_1672,CCLE_Name:RVH421_SKIN"	
	"SIDM01394"	"SNU-349"	"Cell Line"	"Adherent"			" "	"KCLB:00349"	"ACH-000907,CVCL_5054,CCLE_Name:SNU349_KIDNEY"	
	"SIDM01738"	"HSC-5"	"Cell Line"	"Adherent"			" "	"JCRB:JCRB1016"	"ACH-001524,,CCLE_Name:HSC5_SKIN"	
	"SIDM01812"	"NOZ"	"Cell Line"	"Adherent"			" "	"JCRB:JCRB1033"	"ACH-001607,,CCLE_Name:NOZ_LIVER"	
	"SIDM00188"	"HA7-RCC"	"Cell Line"	"Unknown"			" HA7-EBV is a matched normal line initiated by Epstein Barr virus (EBV) transformation from the same patient as HA7-RCC."		"COSMIC753558,ACH-002139,CVCL_1241,CCLE_Name:HA7RCC_KIDNEY"	
	"SIDM00588"	"HSC-4"	"Cell Line"	"Adherent"			" "	"JCRB:JCRB0624"	"COSMIC907062,ACH-000546,CVCL_1289,CCLE_Name:HSC4_UPPER_AERODIGESTIVE_TRACT"	
	"SIDM00439"	"ML-3"	"Cell Line"	"Suspension"			" The ML-1, ML-2, and ML-3 lines were all established from the peripheral blood samples obtained from the same patient with acute myeloid leukemia (PMID: 3458526)."	"Unknown:Unknown"	"CVCL_H526"	
	"SIDM00394"	"SISO"	"Cell Line"	"Adherent"			" "	"DSMZ:ACC-327"	"COSMIC1240212,ACH-001650,CVCL_2193,CCLE_Name:SISO_CERVIX"	
	"SIDM00084"	"SF295"	"Cell Line"	"Unknown"			" "	"NCI:SF295"	"COSMIC905985,ACH-000376,CVCL_1690,CCLE_Name:SF295_CENTRAL_NERVOUS_SYSTEM"	
	"SIDM00701"	"NCI-BL2122"	"Cell Line"	"Suspension"			" NCI-BL2122 is a lymphoblastoid line from the same patient as NCI-H2122 (ATCC)."	"ATCC:CRL-5967"	"ACH-002370,CVCL_2651,CCLE_Name:NCIBL2122_MATCHED_NORMAL_TISSUE"	
	"SIDM01790"	"MKL-2"	"Cell Line"	"Unknown"			" "		"ACH-001123,,CCLE_Name:MKL2_SKIN"	
	"SIDM00384"	"SCC-3"	"Cell Line"	"Unknown"			" "	"JCRB:JCRB0115"	"COSMIC910930,ACH-001642,CVCL_1683,CCLE_Name:SCC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM00467"	"QIMR-WIL"	"Cell Line"	"Suspension"			" "	"ECACC:86030601"	"COSMIC910545,ACH-002299,CVCL_1645,CCLE_Name:QIMRWIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM00222"	"MPP-89"	"Cell Line"	"Adherent"			" "	"ICLC:HTL00012"	"COSMIC908150,ACH-000319,CVCL_1427,CCLE_Name:MPP89_PLEURA"	
	"SIDM01140"	"PA-1"	"Cell Line"	"Adherent"			" "	"ATCC:CRL-1572"	"COSMIC909255,ACH-001374,CVCL_0479,CCLE_Name:PA1_OVARY"	
	"SIDM01115"	"PL45"	"Cell Line"	"Adherent"			" Panc-10-05 was derived from the same patient as the PL45 cell line (ATCC)."	"ATCC:CRL-2558"	"COSMIC725721,ACH-001171,CVCL_3567,CCLE_Name:PL45_PANCREAS"	
	"SIDM01618"	"HPB-ALL"	"Cell Line"	"Suspension"			" "	"DSMZ:ACC 483"	"ACH-000942,CVCL_1820,CCLE_Name:HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM00575"	"NMC-G1"	"Cell Line"	"Unknown"			" "	"JCRB:IFO50467"	"COSMIC908449,ACH-000200,CVCL_1608,CCLE_Name:NMCG1_CENTRAL_NERVOUS_SYSTEM"	
	"SIDM00483"	"SK-GT-4"	"Cell Line"	"Adherent"			" "	"ECACC:11012007"	"COSMIC1503365,ACH-001654,CVCL_2195,CCLE_Name:SKGT4_OESOPHAGUS"	
	"SIDM01813"	"HCA1"	"Cell Line"	"Adherent"			" "	"JCRB:JCRB1153"	"ACH-001513,,CCLE_Name:HCA1_CERVIX"	
	"SIDM00990"	"BEN"	"Cell Line"	"Adherent"			" "	"DSMZ:ACC-254"	"COSMIC753534,ACH-000603,CVCL_1082,CCLE_Name:BEN_LUNG"	
	"SIDM00235"	"RCC10RGB"	"Cell Line"	"Adherent"			" "	"RIKEN:RCB1151"	"COSMIC909974,ACH-000189,CVCL_1647,CCLE_Name:RCC10RGB_KIDNEY"	
	"SIDM00228"	"FTC-238"	"Cell Line"	"Adherent"			" FTC-133, FTC-236 and FTC-238 were all derived from the same individual (ECACC)."	"ECACC:94060902"	"COSMIC999825,ACH-000897,CVCL_2447,CCLE_Name:FTC238_THYROID"	
	"SIDM00056"	"K5"	"Cell Line"	"Unknown"			" "		"COSMIC924238,ACH-002148,CVCL_1322,CCLE_Name:K5_THYROID"	
	"SIDM01523"	"BC-3C"	"Cell Line"	"Adherent"			" "	"DSMZ:ACC 450"	"ACH-000593,CVCL_1958,CCLE_Name:BC3C_URINARY_TRACT"	
	"SIDM01070"	"HCC-366"	"Cell Line"	"Adherent"			" "	"DSMZ:ACC-492"	"COSMIC1240144,ACH-000840,CVCL_2059,CCLE_Name:HCC366_LUNG"	
	"SIDM00370"	"TALL-1"	"Cell Line"	"Suspension"			" "	"JCRB:JCRB0086"	"COSMIC909762,ACH-000197,CVCL_1736,CCLE_Name:TALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM01800"	"KMCH-1"	"Cell Line"	"Adherent"			" "		"ACH-001853,,CCLE_Name:KMCH1_BILIARY_TRACT"	
	"SIDM00411"	"YAPC"	"Cell Line"	"Adherent"			" "	"DSMZ:ACC-382"	"COSMIC909904,ACH-000332,CVCL_1794,CCLE_Name:YAPC_PANCREAS"	
	"SIDM01392"	"L-82"	"Cell Line"	"Suspension"			" "	"DSMZ:ACC 597"	"ACH-001111,CVCL_2098,CCLE_Name:L82_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM01640"	"M-07e"	"Cell Line"	"Suspension"			" "		"ACH-000602,,CCLE_Name:M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM01027"	"KYSE-450"	"Cell Line"	"Adherent"			" "	"DSMZ:ACC-387"	"COSMIC907320,ACH-000865,CVCL_1353,CCLE_Name:KYSE450_OESOPHAGUS"	
	"SIDM00072"	"C8166"	"Cell Line"	"Unknown"			" "	"ECACC:88051601"	"COSMIC906829,ACH-000206,CVCL_1099,CCLE_Name:C8166_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM01278"	"HCM-SANG-0276-C18"	"Organoid"	"Unknown"			" "	"ATCC:PDM-53"		
	"SIDM01544"	"AGPN"	"Cell Line"	"Unknown"			" "		"ACH-001022,CVCL_X981,CCLE_Name:CBAGPN_BONE"	
	"SIDM01224"	"I-9-2"	"Cell Line"	"Suspension"	"SIDM01016"	"SIDS00539"	" J-RT3-T3-5 is a derivative mutant of the Jurkat subclone Jurkat-Clone-E61 that lacks the beta chain of the T cell antigen receptor (ATCC).
A3 is a wild-type A3 subclone of Jurkat generated through treatment with Fas Antibody and is very sensitive to Fas-mediated apoptosis (ATCC).
I-9-2 and I-2-1 are subclones of A3 generated by treating A3 clone with ICR-191 (frameshifting mutagen) in the presence of Fas Antibody for 3-5 weeks (ATCC).
I-9-2 has a mutation in the cysteine protease caspase-8/FLICE (ATCC).
I-2-1 has amutation in the adaptor FADD (ATCC).
Jurkat-Clone-E61 is a clone of Jurkat-FHCRC which is itself a derivative of the Jurkat cell line (ATCC).
JKT-beta-del is a derivative of Jurkat isolated by cell sorting and lacks the surface expression of the T-cell receptor alpha/beta/CD3 complex. (JCRB)"	"ATCC:CRL-2571"	"CVCL_3725"	
	"SIDM01804"	"ICC2"	"Cell Line"	"Adherent"			" "		"ACH-001842,,CCLE_Name:ICC2_BILIARY_TRACT"	
	"SIDM01266"	"HCM-SANG-0266-C20"	"Organoid"	"Unknown"			" "	"ATCC:PDM-43"		
	"SIDM00204"	"EW-2"	"Cell Line"	"Unknown"			" EW-1 and EW-2 are from the same patient (PMID: 6713356)."		"CVCL_3446"	
	"SIDM01519"	"BICR18"	"Cell Line"	"Adherent"			" "	"ECACC:06051601"	"ACH-000992,CVCL_2309,CCLE_Name:BICR18_UPPER_AERODIGESTIVE_TRACT"	
	"SIDM01057"	"GDM-1"	"Cell Line"	"Suspension"			" "	"DSMZ:ACC-87"	"COSMIC906870,ACH-000081,CVCL_1230,CCLE_Name:GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM01649"	"LB373-EBV"	"Cell Line"	"Suspension"			" LB373-EBV is a matched normal line initiated by Epstein Barr virus (EBV) transformation from the same patient as LB373-MEL, the parental line of LB373-MEL-D."		"ACH-002355,,CCLE_Name:LB373EBV_MATCHED_NORMAL_TISSUE"	
	"SIDM01947"	"HCM-SANG-0547-C25"	"Organoid"	"Unknown"			" "			
	"SIDM01187"	"UACC-812"	"Cell Line"	"Adherent"			" "	"ATCC:CRL-1897"	"COSMIC910910,ACH-000568,CVCL_1781,CCLE_Name:UACC812_BREAST"	
	"SIDM00283"	"CTB-1"	"Cell Line"	"Suspension"			" "	"RIKEN:RCB1316"	"COSMIC949088,ACH-002221,CVCL_1149,CCLE_Name:CTB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM01292"	"HCM-SANG-0296-C15"	"Organoid"	"Unknown"			" "	"ATCC:PDM-72"		
	"SIDM00862"	"EB-1"	"Cell Line"	"Suspension"			" SNP and STR profiling by the Sanger and Broad Institute indicate both EB-1 and EB2 share common ancestry."	"ATCC:HTB-60"	"COSMIC906845,ACH-000877,CVCL_2027,CCLE_Name:EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	14284371
	"SIDM01151"	"SNU-182"	"Cell Line"	"Adherent"			" "	"ATCC:CRL-2235"	"COSMIC1240216,ACH-000483,CVCL_0090,CCLE_Name:SNU182_LIVER"	
	"SIDM00487"	"CCK-81"	"Cell Line"	"Adherent"			" "	"JCRB:JCRB0208"	"COSMIC1240123,ACH-000963,CVCL_2873,CCLE_Name:CCK81_LARGE_INTESTINE"	
	"SIDM00722"	"NCI-H2452"	"Cell Line"	"Adherent"			" "	"ATCC:CRL-5946"	"COSMIC908462,ACH-000092,CVCL_1553,CCLE_Name:NCIH2452_PLEURA"	
	"SIDM00628"	"MDA-MB-468"	"Cell Line"	"Adherent"			" "	"ATCC:HTB-132"	"COSMIC908123,ACH-000849,CVCL_0419,CCLE_Name:MDAMB468_BREAST"	
	"SIDM01178"	"SW962"	"Cell Line"	"Adherent"			" "	"ATCC:HTB-118"	"COSMIC909758,ACH-002200,CVCL_1733,CCLE_Name:SW962_VULVA"	
	"SIDM00662"	"Hs-940-T"	"Cell Line"	"Adherent"			" "	"ATCC:CRL-7691"	"COSMIC1298145,ACH-000135,CVCL_1038,CCLE_Name:HS940T_FIBROBLAST"	
	"SIDM00646"	"NCI-H1341"	"Cell Line"	"Suspension"			" "	"ATCC:CRL-5864"	"COSMIC1330964,ACH-000129,CVCL_1463,CCLE_Name:NCIH1341_LUNG"	
	"SIDM00449"	"RCH-ACV"	"Cell Line"	"Suspension"			" "	"DSMZ:ACC-548"	"COSMIC1330994,ACH-000922,CVCL_1851,CCLE_Name:RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM00509"	"COR-L311"	"Cell Line"	"Suspension"			" "	"ECACC:96020721"	"COSMIC687980,ACH-000187,CVCL_2412,CCLE_Name:CORL311_LUNG"	
	"SIDM00014"	"LIM1215"	"Cell Line"	"Unknown"			" "	"ECACC:10092301"	"COSMIC2162949,ACH-001546,CVCL_2574,CCLE_Name:LIM1215_LARGE_INTESTINE"	
	"SIDM00598"	"HARA"	"Cell Line"	"Unknown"			" "	"JCRB:JCRB1080.0"	"COSMIC1240142,ACH-000843,CVCL_2914,CCLE_Name:HARA_LUNG"	
	"SIDM01282"	"HCM-SANG-0278-C20"	"Organoid"	"Unknown"			" "			
	"SIDM00205"	"EW-1"	"Cell Line"	"Unknown"			" EW-1 and EW-2 are from the same patient (PMID: 6713356)."		"COSMIC949163,ACH-002110,CVCL_1208,CCLE_Name:EW1_BONE"	
	"SIDM01373"	"MM386"	"Cell Line"	"Adherent"			" "	"CellBank Australia:CBA-1349"	"ACH-001568,CVCL_2607,CCLE_Name:MM386_SKIN"	
	"SIDM01516"	"BIN-67"	"Cell Line"	"Unknown"			" "		"ACH-001278,CVCL_S987,CCLE_Name:BIN67_OVARY"	
	"SIDM00985"	"BL-41"	"Cell Line"	"Suspension"			" "	"DSMZ:ACC-160"	"COSMIC910706,ACH-000245,CVCL_1087,CCLE_Name:BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM01354"	"PaCaDD-119"	"Cell Line"	"Adherent"			" "	"DSMZ:ACC 709"	"ACH-001375,CVCL_1848,CCLE_Name:PACADD119_PANCREAS"	21683373
	"SIDM01948"	"HCM-SANG-0540-C25"	"Organoid"	"Unknown"			" "			
	"SIDM01718"	"COLO-775"	"Cell Line"	"Suspension"			" COLO-775 has been shown to be a derivitive of RPMI-8226 (ICLAC)."	"ECACC:94072236"	"ACH-001043,,CCLE_Name:COLO775_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM01876"	"OCI-My5"	"Cell Line"	"Suspension"			" "		"ACH-000854,,CCLE_Name:OCIMY5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	1912582
	"SIDM00069"	"ECC4"	"Cell Line"	"Unknown"			" "	"RIKEN:RCB0982"	"COSMIC906850,,CVCL_1190"	
	"SIDM01056"	"EFM-19"	"Cell Line"	"Adherent"			" "	"DSMZ:ACC-231"	"COSMIC906851,ACH-000330,CVCL_0253,CCLE_Name:EFM19_BREAST"	
	"SIDM00150"	"KM12"	"Cell Line"	"Unknown"			" "	"NCI:KM-12"	"COSMIC905989,ACH-000969,CVCL_1331,CCLE_Name:KM12_LARGE_INTESTINE"	
	"SIDM00765"	"NCI-H1881"	"Cell Line"	"Adherent"			" NCI-H1876 & NCI-H1882 & NCI-H1881 have been derived from the same same patient. (NCI-Navy Medical Oncology Brance Cell Line Supplement DOI: 10.1002/jcb.240630505)"	"unknown:unknown"	"CVCL_A513"	
	"SIDM01291"	"HCM-SANG-0294-C15"	"Organoid"	"Unknown"			" "			
	"SIDM01058"	"GRANTA-519"	"Cell Line"	"Suspension"			" "	"DSMZ:ACC-342"	"COSMIC1303897,ACH-000073,CVCL_1818,CCLE_Name:GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM00539"	"ESO26"	"Cell Line"	"Suspension"			" "	"ECACC:11012009"	"COSMIC1503366,ACH-001496,CVCL_2035,CCLE_Name:ESO26_OESOPHAGUS"	
	"SIDM00976"	"WM1552C"	"Cell Line"	"Adherent"			" "	"Rockland:WM1552C"	"COSMIC1299078,ACH-002205,CVCL_6472,CCLE_Name:WM1552C_SKIN"	
	"SIDM00660"	"LS-411N"	"Cell Line"	"Adherent"			" "	"ATCC:CRL-2159"	"COSMIC907794,ACH-000985,CVCL_1385,CCLE_Name:LS411N_LARGE_INTESTINE"	
	"SIDM01262"	"2B8"	"Cell Line"	"Suspension"	"SIDM01254"	"SIDS00056"	" P3HR-1 is a clonally derived subline of Jiyoye.
2B8 is a HAT sensitive fusion cell line derived from the P3HR-1 (ATCC)."	"ATCC:CRL-12569"	"CVCL_6354"	
	"SIDM01711"	"HA7-EBV"	"Cell Line"	"Unknown"			" HA7-EBV is a matched normal line initiated by Epstein Barr virus (EBV) transformation from the same patient as HA7-RCC."		"ACH-002350,,CCLE_Name:HA7EBV_MATCHED_NORMAL_TISSUE"	
	"SIDM01097"	"SK-PN-DW"	"Cell Line"	"Adherent"			" "	"ATCC:CRL-2139"	"COSMIC909731,ACH-001193,CVCL_1703,CCLE_Name:SKPNDW_BONE"	
	"SIDM01708"	"HMEL"	"Cell Line"	"Unknown"			" "		"ACH-000642,,CCLE_Name:HMEL_BREAST"	
	"SIDM00619"	"KMH-2"	"Cell Line"	"Unknown"			" "	"JCRB:JCRB1066"	"COSMIC1298167,,CVCL_S641"	
	"SIDM01714"	"HSJD-DIPG-007"	"Cell Line"	"Unknown"			" "		"ACH-002348,,CCLE_Name:DIPG007_CENTRAL_NERVOUS_SYSTEM"	
	"SIDM01880"	"NKL"	"Cell Line"	"Suspension"			" "		"ACH-001143,,CCLE_Name:NKL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM01387"	"NCI-H1339"	"Cell Line"	"Unknown"			"NCI-H1339, NCI-H157, and NCI-H1264 are reported to come from different donors but have matching STR profiles (Yu et al, 2015). ICLAC made contact with the originator's laboratory to discuss the match. They have fresh stocks of NCI-H1339 with the correct fingerprint matching NCI-BL1339, which is a lymphoblastoid cell line from the same donor. (ICLAC v9) NCI-BL1339 is a lymphoblastoid line from the same patient as NCI-H1339. (PMID: 8806092)."		"ACH-000921,CVCL_A472,CCLE_Name:NCIH1339_LUNG"	8806092
	"SIDM00032"	"SCaBER"	"Cell Line"	"Adherent"			" "	"ATCC:HTB-3"	"COSMIC1299051,ACH-000839,CVCL_3599,CCLE_Name:SCABER_URINARY_TRACT"	947851
	"SIDM00288"	"Tanoue"	"Cell Line"	"Suspension"			" ST is a subclone of Tanoue.
GR-ST is a subclone of ST cells transformed with human G-CSF receptor cDNA (JCRB)."	"RIKEN:RCB1180"	"ACH-001669,CVCL_1852,CCLE_Name:TANOUE_HAEMATOPOIETIC_AND_LYMPHOID"	
	"SIDM01113"	"SK-UT-1"	"Cell Line"	"Adherent"			" "	"ATCC:HTB-114"	"COSMIC909732,ACH-000939,CVCL_0533,CCLE_Name:SKUT1_SOFT_TISSUE"	
	"SIDM01938"	"BGC-823"	"Cell Line"	"Adherent"	"SIDM00846"	"SIDS00019"	" HeLaSF is a variant of Hela grown in serum free conditions. HEp-2 was originally thought to be derived from an epidermoid carcinoma of the larynx, but was found to contain HeLa marker chromosomes. DNA fingerprinting has confirmed it to have been established via HeLa cell contamination (ATCC).
BCG-823 was originally reported as a human gastric adenocarcinoma cell line. However, the STR DNA analysis pattern of BCG-823 showed contamination with the HeLa cell line (PMID: 26116706; 28851942).
GLC-82 was originally reported as a human lung adenocarcinoma cell line from a 32-year-old female patient. However, the STR DNA analysis pattern of GLC-82 showed contamination with the HeLa (PMID: 26116706)."		"ACH-001017,,CCLE_Name:BGC823_STOMACH"	
	"SIDM01527"	"A-1207"	"Cell Line"	"Unknown"			" "		"ACH-000283,CVCL_8481,CCLE_Name:A1207_CENTRAL_NERVOUS_SYSTEM"	
	"SIDM01913"	"U-HO1-PTPN1"	"Cell Line"	"Suspension"	"SIDM01831"	"SIDS01801"	" U-HO1-PTPN1 was derived from U-HO1 by stable transfection with non-receptor protein-tyrosine phosphatase N1 (PTPN1) (DOI: 10.1186/1471-2121-11-99)."			
