NCIT	treatment_name	description	treatment_type	drug_name	NCIT_label
http://purl.obolibrary.org/obo/NCIT_C52200	Cabozantinib	"An orally bioavailable, small molecule receptor tyrosine kinase (RTK) inhibitor with potential antineoplastic activity. Cabozantinib strongly binds to and inhibits several RTKs, which are often overexpressed in a variety of cancer cell types, including hepatocyte growth factor receptor (MET), RET (rearranged during transfection), vascular endothelial growth factor receptor types 1 (VEGFR-1), 2 (VEGFR-2), and 3 (VEGFR-3), mast/stem cell growth factor (KIT), FMS-like tyrosine kinase 3 (FLT-3), TIE-2 (TEK tyrosine kinase, endothelial), tropomyosin-related kinase B (TRKB) and AXL. This may result in an inhibition of both tumor growth and angiogenesis, and eventually lead to tumor regression."	Targeted therapy	Cabozantinib	Cabozantinib
http://purl.obolibrary.org/obo/NCIT_C97938	Cabozantinib S-malate	"The s-malate salt form of cabozantinib, an orally bioavailable, small molecule receptor tyrosine kinase (RTK) inhibitor with potential antineoplastic activity. Cabozantinib strongly binds to and inhibits several RTKs, which are often overexpressed in a variety of cancer cell types, including hepatocyte growth factor receptor (MET), RET (rearranged during transfection), vascular endothelial growth factor receptor types 1 (VEGFR-1), 2 (VEGFR-2), and 3 (VEGFR-3), mast/stem cell growth factor (KIT), FMS-like tyrosine kinase 3 (FLT-3), TIE-2 (TEK tyrosine kinase, endothelial), tropomyosin-related kinase B (TRKB) and AXL. This may result in an inhibition of both tumor growth and angiogenesis, and eventually lead to tumor regression."	Targeted therapy	Cabozantinib S-malate	Cabozantinib S-malate
http://purl.obolibrary.org/obo/NCIT_C1794	Capecitabine	"A fluoropyrimidine carbamate belonging to the class of antineoplastic agents called antimetabolites.  As a prodrug, capecitabine is selectively activated by tumor cells to its cytotoxic moiety, 5-fluorouracil (5-FU); subsequently, 5-FU is metabolized to two active metabolites, 5-fluoro-2-deoxyuridine monophosphate (FdUMP) and 5-fluorouridine triphosphate (FUTP) by both tumor cells and normal cells.  FdUMP inhibits DNA synthesis and cell division by reducing normal thymidine production, while FUTP inhibits RNA and protein synthesis by competing with uridine triphosphate for incorporation into the RNA strand. (NCI04)"	Chemotherapy	Capecitabine	Capecitabine
http://purl.obolibrary.org/obo/NCIT_C1282	Carboplatin	"A second-generation platinum compound with a broad spectrum of antineoplastic properties.  Carboplatin contains a platinum atom complexed with two ammonia groups and a cyclobutane-dicarboxyl residue.  This agent is activated intracellularly to form reactive platinum complexes that bind to nucleophilic groups such as GC-rich sites in DNA, thereby inducing intrastrand and interstrand DNA cross-links, as well as DNA-protein cross-links.  These carboplatin-induced DNA and protein effects result in apoptosis and cell growth inhibition.  This agent possesses tumoricidal activity similar to that of its parent compound, cisplatin, but is more stable and less toxic. (NCI04)"	Chemotherapy	Carboplatin	Carboplatin
http://purl.obolibrary.org/obo/NCIT_C63410	Carboplatin/Gemcitabine Regimen	"A regimen consisting of gemcitabine and carboplatin that can be used to treat malignant mesothelioma, and non-small cell lung, breast, ovarian, fallopian tube, primary peritoneal and kidney cancers."	Chemotherapy	Carboplatin/Gemcitabine Regimen	Carboplatin/Gemcitabine Regimen
http://purl.obolibrary.org/obo/NCIT_C1282	Carboplatin	"A second-generation platinum compound with a broad spectrum of antineoplastic properties.  Carboplatin contains a platinum atom complexed with two ammonia groups and a cyclobutane-dicarboxyl residue.  This agent is activated intracellularly to form reactive platinum complexes that bind to nucleophilic groups such as GC-rich sites in DNA, thereby inducing intrastrand and interstrand DNA cross-links, as well as DNA-protein cross-links.  These carboplatin-induced DNA and protein effects result in apoptosis and cell growth inhibition.  This agent possesses tumoricidal activity similar to that of its parent compound, cisplatin, but is more stable and less toxic. (NCI04)"	Chemotherapy	Carboplatin	Carboplatine 
http://purl.obolibrary.org/obo/NCIT_C48379	Cediranib Maleate	"The maleate salt of an indole ether quinazoline derivative with antineoplastic activities. Competing with adenosine triphosphate, cediranib binds to and inhibits all three vascular endothelial growth factor receptor (VEGFR-1,-2,-3) tyrosine kinases, thereby blocking VEGF-signaling, angiogenesis, and tumor cell growth."	Targeted therapy	Cediranib Maleate	Cediranib Maleate
http://purl.obolibrary.org/obo/NCIT_C1728	Celecoxib	A nonsteroidal anti-inflammatory drug (NSAID) with a diaryl-substituted pyrazole structure. Celecoxib selectively inhibits cyclo-oxygenase-2 activity (COX-2); COX-2 inhibition may result in apoptosis and a reduction in tumor angiogenesis and metastasis.	Not provided	Celecoxib	Celecoxib
http://purl.obolibrary.org/obo/NCIT_C166403	Cemiplimab Regimen	A regimen consisting of cemiplimab that may be used in the treatment of squamous cell skin cancer and non-small cell lung cancer (NSCLC).	Chemotherapy	Cemiplimab Regimen	Cemiplimab Regimen
http://purl.obolibrary.org/obo/NCIT_C1723	Cetuximab		Targeted therapy	Cetuximab	Cetuximab
http://purl.obolibrary.org/obo/NCIT_C15632	Chemotherapy	The use of synthetic or naturally-occurring chemicals for the treatment of diseases.	Chemotherapy	Chemotherapy	Chemotherapy
http://purl.obolibrary.org/obo/NCIT_C362	Chlorambucil	"An orally-active antineoplastic aromatic nitrogen mustard. Chlorambucil alkylates and cross-links DNA during all phases of the cell cycle, resulting in disruption of DNA function, cell cycle arrest, and apoptosis.  (NCI04)"	Chemotherapy	Chlorambucil	Chlorambucil
http://purl.obolibrary.org/obo/NCIT_C376	Cisplatin	"An alkylating-like inorganic platinum agent (cis-diamminedichloroplatinum) with antineoplastic activity. Cisplatin forms highly reactive, charged, platinum complexes which bind to nucleophilic groups such as GC-rich sites in DNA inducing intrastrand and interstrand DNA cross-links, as well as DNA-protein cross-links. These cross-links result in apoptosis and cell growth inhibition."	Chemotherapy	Cisplatin	Cisplatin
http://purl.obolibrary.org/obo/NCIT_C156353	Cisplatin/Fluorouracil Regimen	"A chemotherapy regimen consisting of cisplatin and fluorouracil that may be useful in the treatment of a variety of cancers, including head and neck, gastric, anal, esophageal, hepatobiliary, and penile cancers."	Chemotherapy	Cisplatin/Fluorouracil Regimen	Cisplatin/Fluorouracil Regimen
http://purl.obolibrary.org/obo/NCIT_C79828	Cixutumumab	"A fully human IgG1 monoclonal antibody directed against the human insulin-like growth factor-1 receptor (IGF-1R) with potential antineoplastic activity. Cixutumumab selectively binds to membrane-bound IGF-1R, thereby preventing the binding of the natural ligand IGF-1 and the subsequent activation of PI3K/AKT signaling pathway. Downregulation of the PI3K/AKT survival pathway may result in the induction of cancer cell apoptosis and may decrease cancer cellular proliferation. IGF-1R, a receptor tyrosine kinase of the insulin receptor superfamily overexpressed by many cancer cell types, stimulates cell proliferation, enables oncogenic transformation, and suppresses apoptosis; IGF-1R signaling has been implicated in tumorigenesis and metastasis."	Targeted therapy	Cixutumumab	Cixutumumab
http://purl.obolibrary.org/obo/NCIT_C26638	Clofarabine	"A second generation purine nucleoside analog with antineoplastic activity. Clofarabine is phosphorylated intracellularly to the cytotoxic active 5'-triphosphate metabolite, which inhibits the enzymatic activities of ribonucleotide reductase and DNA polymerase, resulting in inhibition of DNA repair and synthesis of DNA and RNA. This nucleoside analog also disrupts mitochondrial function and membrane integrity, resulting in the release of pre-apoptotic factors, including cytochrome C and apoptotic-inducing factors, which activate apoptosis."	Chemotherapy	Clofarabine	Clofarabine
http://purl.obolibrary.org/obo/NCIT_C71009	Coltuximab Ravtansine	"An immunoconjugate consisting of an anti-CD19 monoclonal antibody conjugated to the maytansinoid DM4, a derivative of the cytotoxic agent maytansine (DM1), with potential antineoplastic activity. Coltuximab ravtansine targets the cell surface antigen CD19, found on a number of B-cell-derived cancers. Upon antibody/antigen binding and internalization, the immunoconjugate releases DM4, which binds to tubulin and disrupts microtubule assembly/disassembly dynamics, resulting in inhibition of cell division and cell growth of CD19-expressing tumor cells."	Targeted therapy	Coltuximab Ravtansine	Coltuximab Ravtansine
http://purl.obolibrary.org/obo/NCIT_C74061	Crizotinib	"An orally available aminopyridine-based inhibitor of the receptor tyrosine kinase anaplastic lymphoma kinase (ALK) and the c-Met/hepatocyte growth factor receptor (HGFR) with antineoplastic activity. Crizotinib, in an ATP-competitive manner, binds to and inhibits ALK kinase and ALK fusion proteins. In addition, crizotinib inhibits c-Met kinase, and disrupts the c-Met signaling pathway. Altogether, this agent inhibits tumor cell growth. ALK belongs to the insulin receptor superfamily and plays an important role in nervous system development. ALK dysregulation and gene rearrangements are associated with a series of tumors."	Targeted therapy	Crizotinib	Crizotinib
http://purl.obolibrary.org/obo/NCIT_C95484	CyberKnife	"A proprietary, robotic radiosurgery system designed to deliver precise beams of high dose radiation to tumors with extreme accuracy."	Radiation therapy	CyberKnife	CyberKnife
http://purl.obolibrary.org/obo/NCIT_C405	Cyclophosphamide		Chemotherapy	Cyclophosphamide	Cyclophosphamide
http://purl.obolibrary.org/obo/NCIT_C63421	Cyclophosphamide/Epirubicin Regimen	"A chemotherapy regimen consisting of epirubicin and cyclophosphamide, used as a neoadjuvant or adjuvant treatment for breast cancer; also used for the treatment of recurrent and metastatic breast cancer."	Chemotherapy	Cyclophosphamide/Epirubicin Regimen	Cyclophosphamide/Epirubicin Regimen
http://purl.obolibrary.org/obo/NCIT_C408	Cytarabine	"An antimetabolite analogue of cytidine with a modified sugar moiety (arabinose instead of ribose). Cytarabine is converted to the triphosphate form within the cell and then competes with cytidine for incorporation into DNA.  Because the arabinose sugar sterically hinders the rotation of the molecule within DNA, DNA replication ceases, specifically during the S phase of the cell cycle.  This agent also inhibits DNA polymerase, resulting in a decrease in DNA replication and repair. (NCI04)"	Chemotherapy	Cytarabine	Cytarabine
http://purl.obolibrary.org/obo/NCIT_C437	Dimethyl Sulfoxide	"A highly polar organic liquid that is used widely as a chemical solvent and a free radical scavenger. It shows a range of pharmacological activity including analgesia and anti-inflammation. Because of its ability to penetrate biological membranes, it is used as a vehicle for topical application of pharmaceuticals. It is also used to protect cells and tissue during cryopreservation and has been used to treat extravasation damage caused by anthracycline-based chemotherapy."	Not provided	Dimethyl Sulfoxide	DMSO
http://purl.obolibrary.org/obo/NCIT_C82386	Dabrafenib	"An orally bioavailable inhibitor of B-raf (BRAF) protein with potential antineoplastic activity. Dabrafenib selectively binds to and inhibits the activity of B-raf, which may inhibit the proliferation of tumor cells which contain a mutated BRAF gene. B-raf belongs to the raf/mil family of serine/threonine protein kinases and plays a role in regulating the MAP kinase/ERKs signaling pathway, which may be constitutively activated due to BRAF gene mutations."	Targeted therapy	Dabrafenib	Dabrafenib
