model_id,passage_range,treatment_name,treatment_type,treatment_dose,administration_route,treatment_schedule,treatment_length,treatment_response,response_classification,platform_id,provider
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-185,17,Talazoparib ,treatment,"2x0,17 mg/kg",per os,"5x/w, BID",15 days,progressive disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-31,2,Everolimus,treatment,2.5 mg/kg,per os,3x/w,39 days,progressive disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-31,3,Docetaxel,treatment,20 mg/kg,Intraperitoneal,1x/3w,25 days,stable disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-31,3,Xeloda ,treatment,270x2 mg/kg,per os,"5x/w, BID",25 days,stable disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-31,5,Adriamycine + Cyclophosphamide,treatment, 2 mg/kg +  100 mg/kg,Intraperitoneal,1x/3w,49 days,progressive disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-31,5,Cisplatin,treatment,6 mg/kg,Intraperitoneal,1x/3w,49 days,progressive disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-149,6,CPT11,treatment,50 mg/kg,Intraperitoneal,1x/w,29 days,response,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-149,24,Cisplatin,treatment,6 mg/kg,Intraperitoneal,1x/3w,18 days,progressive disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-149,24,Olaparib,treatment,2x50 mg/kg,per os,"5x/w, BID",18 days,progressive disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-149,27,Olaparib,treatment,75 mg/kg,per os,5x/w,18 days,progressive disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-151,11,CPT11,treatment,40 mg/kg,Intraperitoneal,1x/w,39 days,stable disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-151,14,Olaparib,treatment,100 mg/kg,per os,5x/w,29 days,progressive disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-151,3,Adriamycine + Cyclophosphamide,treatment, 2 mg/kg +  100 mg/kg,Intraperitoneal,1x/3w,27 days,stable disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-151,3,Docetaxel,treatment,20 mg/kg,Intraperitoneal,1x/3w,27 days,progressive disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-151,3,Xeloda ,treatment,540 mg/kg,per os,5x/w,27 days,response,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-151,3,CPT11,treatment,50 mg/kg,Intraperitoneal,1x/w,27 days,stable disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-151,3,Cisplatin,treatment,6 mg/kg,Intraperitoneal,1x/3w,27 days,response,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-151,3,Xeloda ,treatment,2x270 mg/kg,per os,"5x/w, BID",27 days,response,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-92,16,Adriamycine + Cyclophosphamide,treatment, 2 mg/kg +  100 mg/kg,Intraperitoneal,1x/3w,37 days,progressive disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-92,16,Cisplatin,treatment,6 mg/kg,Intraperitoneal,1x/3w,37 days,stable disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-92,16,Paclitaxel,treatment,20 mg/kg,Intraperitoneal,1x/w,37 days,progressive disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-92,16,Xeloda ,treatment,2x270 mg/kg,per os,"5x/w, BID",37 days,response,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-92,18,Olaparib,treatment,100 mg/kg,per os,5x/w,31 days,progressive disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-92,28,Paclitaxel,treatment,25 mg/kg,Intraperitoneal,1x/w,29 days,progressive disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-92,28,CPT11,treatment,50 mg/kg,Intraperitoneal,1x/w,29 days,progressive disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-106,29,Paclitaxel,treatment,25 mg/kg,Intraperitoneal,1x/w,29 days,progressive disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-106,29,CPT11,treatment,50 mg/kg,Intraperitoneal,1x/w,25 days,progressive disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-106,29,Olaparib,treatment,100 mg/kg,per os,5x/w,15 days,progressive disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-106,10,Cisplatin,treatment,6 mg/kg,Intraperitoneal,1x/3w,29 days,progressive disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-106,8,Xeloda ,treatment,2x270 mg/kg,per os,"5x/w, BID",38 days,stable disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-106,7,Adriamycine + Cyclophosphamide,treatment, 2 mg/kg +  100 mg/kg,Intraperitoneal,1x/3w,39 days,progressive disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-106,3,Olaparib,treatment,100 mg/kg,per os,5x/w,24 days,progressive disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-106,3,Docetaxel,treatment,20 mg/kg,Intraperitoneal,1x/3w,43 days,progressive disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-106,3,Xeloda ,treatment,2x270 mg/kg,per os,"5x/w, BID",43 days,stable disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-106,3,Cisplatin,treatment,6 mg/kg,Intraperitoneal,1x/3w,43 days,progressive disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-39,"15,12,30",Xeloda ,treatment,2x270 mg/kg,per os,"5x/w, BID","32,24,41 days",response,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-39,14.49,Paclitaxel,treatment,25 mg/kg,Intraperitoneal,1x/w,"36,39 days",progressive disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-39,46,Olaparib,treatment,100 mg/kg,per os,5x/w,31 days,progressive disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-39,40.3,Adriamycine + Cyclophosphamide,treatment, 2 mg/kg +  100 mg/kg,Intraperitoneal,1x/3w,"27,41 days",progressive disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-39,30,Cisplatin,treatment,6 mg/kg,Intraperitoneal,1x/3w,41 days,progressive disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-39,30,Docetaxel,treatment,20 mg/kg,Intraperitoneal,1x/3w,41 days,progressive disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-39,15,Everolimus,treatment,2.5 mg/kg,per os,3x/w,47 days,progressive disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-39,4,CPT11,treatment,50 mg/kg,Intraperitoneal,1x/w,32 days,progressive disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-2,60,CPT11,treatment,50 mg/kg,Intraperitoneal,1x/w,23 days,progressive disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-2,56.22,Olaparib,treatment,100 mg/kg,per os,5x/w,"37,46 days",progressive disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-2,45,Everolimus,treatment,2.5 mg/kg,per os,3x/w,32 days,progressive disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-2,45,Cisplatin,treatment,6 mg/kg,Intraperitoneal,1x/3w,32 days,progressive disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-2,12,Paclitaxel,treatment,20 mg/kg,Intraperitoneal,1x/w,50 days,response,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-2,5,Xeloda ,treatment,2x270 mg/kg,per os,"5x/w, BID",80 days,progressive disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-2,8,Docetaxel,treatment,20 mg/kg,Intraperitoneal,1x/3w,75 days,progressive disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-2,4,Adriamycine + Cyclophosphamide,treatment, 2 mg/kg +  100 mg/kg,Intraperitoneal,1x/3w,33 days,progressive disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-8,55,Olaparib,treatment,100 mg/kg,per os,5x/w,18 days,progressive disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-8,53,Olaparib,treatment,75 mg/kg,per os,5x/w,25 days,progressive disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-8,30,Paclitaxel,treatment,25 mg/kg,Intraperitoneal,1x/w,22 days,stable disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-8,22,CPT11,treatment,50 mg/kg,Intraperitoneal,1x/w,43 days,response,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-8,22.17,Paclitaxel,treatment,20 mg/kg,Intraperitoneal,1x/w,"46,25 days",progressive disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-8,15.14,Adriamycine + Cyclophosphamide,treatment, 2 mg/kg +  100 mg/kg,Intraperitoneal,1x/3w,"29,32 days",response,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-8,14,Docetaxel,treatment,20 mg/kg,Intraperitoneal,1x/3w,32 days,response,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-8,27,Cisplatin,treatment,6 mg/kg,Intraperitoneal,1x/3w,28 days,progressive disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-8,45,Xeloda ,treatment,2x270 mg/kg,per os,"5x/w, BID",49 days,progressive disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-30,66,Paclitaxel,treatment,25 mg/kg,Intraperitoneal,1x/w,24 days,progressive disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-30,53,CPT11,treatment,50 mg/kg,Intraperitoneal,1x/w,22 days,stable disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-30,47,Olaparib,treatment,100 mg/kg,per os,5x/w,24 days,progressive disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-30,4,Adriamycine + Cyclophosphamide,treatment, 2 mg/kg +  100 mg/kg,Intraperitoneal,1x/3w,82 days,stable disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
 from baseline<35 /Non responder: % of change from baseline>35 ; TGI<50%",drugdosing,Curie-BC
HBCx-30,4,Docetaxel,treatment,20 mg/kg,Intraperitoneal,1x/3w,82 days,progressive disease,"Responder: -50<% of change from baseline ; TGI>50% / Stable disease: -50<% of change
