Field	model_id	name	type	growth_properties	parent_id	origin_patient_sample_id	comments	supplier	external_ids	publications
	SIDM01523	BC-3C	Cell Line	Adherent			 	DSMZ:ACC 450	ACH-000593,CVCL_1958,CCLE_Name:BC3C_URINARY_TRACT	
	SIDM01070	HCC-366	Cell Line	Adherent			 	DSMZ:ACC-492	COSMIC1240144,ACH-000840,CVCL_2059,CCLE_Name:HCC366_LUNG	
	SIDM00370	TALL-1	Cell Line	Suspension			 	JCRB:JCRB0086	COSMIC909762,ACH-000197,CVCL_1736,CCLE_Name:TALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM00411	YAPC	Cell Line	Adherent			 	DSMZ:ACC-382	COSMIC909904,ACH-000332,CVCL_1794,CCLE_Name:YAPC_PANCREAS	
	SIDM01392	L-82	Cell Line	Suspension			 	DSMZ:ACC 597	ACH-001111,CVCL_2098,CCLE_Name:L82_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM01027	KYSE-450	Cell Line	Adherent			 	DSMZ:ACC-387	COSMIC907320,ACH-000865,CVCL_1353,CCLE_Name:KYSE450_OESOPHAGUS	
	SIDM01278	HCM-SANG-0276-C18	Organoid	Unknown			 	ATCC:PDM-53		
	SIDM01224	I-9-2	Cell Line	Suspension	SIDM01016	SIDS00539	 J-RT3-T3-5 is a derivative mutant of the Jurkat subclone Jurkat-Clone-E61 that lacks the beta chain of the T cell antigen receptor (ATCC). A3 is a wild-type A3 subclone of Jurkat generated through treatment with Fas Antibody and is very sensitive to Fas-mediated apoptosis (ATCC). I-9-2 and I-2-1 are subclones of A3 generated by treating A3 clone with ICR-191 (frameshifting mutagen) in the presence of Fas Antibody for 3-5 weeks (ATCC). I-9-2 has a mutation in the cysteine protease caspase-8/FLICE (ATCC). I-2-1 has amutation in the adaptor FADD (ATCC). Jurkat-Clone-E61 is a clone of Jurkat-FHCRC which is itself a derivative of the Jurkat cell line (ATCC). JKT-beta-del is a derivative of Jurkat isolated by cell sorting and lacks the surface expression of the T-cell receptor alpha/beta/CD3 complex. (JCRB)	ATCC:CRL-2571	CVCL_3725	
	SIDM01519	BICR18	Cell Line	Adherent			 	ECACC:06051601	ACH-000992,CVCL_2309,CCLE_Name:BICR18_UPPER_AERODIGESTIVE_TRACT	
	SIDM01057	GDM-1	Cell Line	Suspension			 	DSMZ:ACC-87	COSMIC906870,ACH-000081,CVCL_1230,CCLE_Name:GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM01187	UACC-812	Cell Line	Adherent			 	ATCC:CRL-1897	COSMIC910910,ACH-000568,CVCL_1781,CCLE_Name:UACC812_BREAST	
	SIDM00283	CTB-1	Cell Line	Suspension			 	RIKEN:RCB1316	COSMIC949088,ACH-002221,CVCL_1149,CCLE_Name:CTB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM01292	HCM-SANG-0296-C15	Organoid	Unknown			 	ATCC:PDM-72		
	SIDM00862	EB-1	Cell Line	Suspension			 SNP and STR profiling by the Sanger and Broad Institute indicate both EB-1 and EB2 share common ancestry.	ATCC:HTB-60	COSMIC906845,ACH-000877,CVCL_2027,CCLE_Name:EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	14284371.0
	SIDM01151	SNU-182	Cell Line	Adherent			 	ATCC:CRL-2235	COSMIC1240216,ACH-000483,CVCL_0090,CCLE_Name:SNU182_LIVER	
	SIDM00487	CCK-81	Cell Line	Adherent			 	JCRB:JCRB0208	COSMIC1240123,ACH-000963,CVCL_2873,CCLE_Name:CCK81_LARGE_INTESTINE	
	SIDM00722	NCI-H2452	Cell Line	Adherent			 	ATCC:CRL-5946	COSMIC908462,ACH-000092,CVCL_1553,CCLE_Name:NCIH2452_PLEURA	
	SIDM00628	MDA-MB-468	Cell Line	Adherent			 	ATCC:HTB-132	COSMIC908123,ACH-000849,CVCL_0419,CCLE_Name:MDAMB468_BREAST	
	SIDM01178	SW962	Cell Line	Adherent			 	ATCC:HTB-118	COSMIC909758,ACH-002200,CVCL_1733,CCLE_Name:SW962_VULVA	
	SIDM00662	Hs-940-T	Cell Line	Adherent			 	ATCC:CRL-7691	COSMIC1298145,ACH-000135,CVCL_1038,CCLE_Name:HS940T_FIBROBLAST	
	SIDM00646	NCI-H1341	Cell Line	Suspension			 	ATCC:CRL-5864	COSMIC1330964,ACH-000129,CVCL_1463,CCLE_Name:NCIH1341_LUNG	
	SIDM00449	RCH-ACV	Cell Line	Suspension			 	DSMZ:ACC-548	COSMIC1330994,ACH-000922,CVCL_1851,CCLE_Name:RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM00509	COR-L311	Cell Line	Suspension			 	ECACC:96020721	COSMIC687980,ACH-000187,CVCL_2412,CCLE_Name:CORL311_LUNG	
	SIDM00014	LIM1215	Cell Line	Unknown			 	ECACC:10092301	COSMIC2162949,ACH-001546,CVCL_2574,CCLE_Name:LIM1215_LARGE_INTESTINE	
	SIDM00598	HARA	Cell Line	Unknown			 	JCRB:JCRB1080.0	COSMIC1240142,ACH-000843,CVCL_2914,CCLE_Name:HARA_LUNG	
	SIDM01373	MM386	Cell Line	Adherent			 	CellBank Australia:CBA-1349	ACH-001568,CVCL_2607,CCLE_Name:MM386_SKIN	
	SIDM00985	BL-41	Cell Line	Suspension			 	DSMZ:ACC-160	COSMIC910706,ACH-000245,CVCL_1087,CCLE_Name:BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM01354	PaCaDD-119	Cell Line	Adherent			 	DSMZ:ACC 709	ACH-001375,CVCL_1848,CCLE_Name:PACADD119_PANCREAS	21683373.0
	SIDM01718	COLO-775	Cell Line	Suspension			 COLO-775 has been shown to be a derivitive of RPMI-8226 (ICLAC).	ECACC:94072236	ACH-001043,,CCLE_Name:COLO775_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM00069	ECC4	Cell Line	Unknown			 	RIKEN:RCB0982	COSMIC906850,,CVCL_1190	
	SIDM01056	EFM-19	Cell Line	Adherent			 	DSMZ:ACC-231	COSMIC906851,ACH-000330,CVCL_0253,CCLE_Name:EFM19_BREAST	
	SIDM00150	KM12	Cell Line	Unknown			 	NCI:KM-12	COSMIC905989,ACH-000969,CVCL_1331,CCLE_Name:KM12_LARGE_INTESTINE	
	SIDM00765	NCI-H1881	Cell Line	Adherent			 NCI-H1876 & NCI-H1882 & NCI-H1881 have been derived from the same same patient. (NCI-Navy Medical Oncology Brance Cell Line Supplement DOI: 10.1002/jcb.240630505)	unknown:unknown	CVCL_A513	
	SIDM01058	GRANTA-519	Cell Line	Suspension			 	DSMZ:ACC-342	COSMIC1303897,ACH-000073,CVCL_1818,CCLE_Name:GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM00539	ESO26	Cell Line	Suspension			 	ECACC:11012009	COSMIC1503366,ACH-001496,CVCL_2035,CCLE_Name:ESO26_OESOPHAGUS	
	SIDM00976	WM1552C	Cell Line	Adherent			 	Rockland:WM1552C	COSMIC1299078,ACH-002205,CVCL_6472,CCLE_Name:WM1552C_SKIN	
	SIDM00660	LS-411N	Cell Line	Adherent			 	ATCC:CRL-2159	COSMIC907794,ACH-000985,CVCL_1385,CCLE_Name:LS411N_LARGE_INTESTINE	
	SIDM01262	2B8	Cell Line	Suspension	SIDM01254	SIDS00056	 P3HR-1 is a clonally derived subline of Jiyoye. 2B8 is a HAT sensitive fusion cell line derived from the P3HR-1 (ATCC).	ATCC:CRL-12569	CVCL_6354	
	SIDM01097	SK-PN-DW	Cell Line	Adherent			 	ATCC:CRL-2139	COSMIC909731,ACH-001193,CVCL_1703,CCLE_Name:SKPNDW_BONE	
	SIDM00619	KMH-2	Cell Line	Unknown			 	JCRB:JCRB1066	COSMIC1298167,,CVCL_S641	
	SIDM00032	SCaBER	Cell Line	Adherent			 	ATCC:HTB-3	COSMIC1299051,ACH-000839,CVCL_3599,CCLE_Name:SCABER_URINARY_TRACT	947851.0
	SIDM00288	Tanoue	Cell Line	Suspension			 ST is a subclone of Tanoue. GR-ST is a subclone of ST cells transformed with human G-CSF receptor cDNA (JCRB).	RIKEN:RCB1180	ACH-001669,CVCL_1852,CCLE_Name:TANOUE_HAEMATOPOIETIC_AND_LYMPHOID	
	SIDM01113	SK-UT-1	Cell Line	Adherent			 	ATCC:HTB-114	COSMIC909732,ACH-000939,CVCL_0533,CCLE_Name:SKUT1_SOFT_TISSUE	
	SIDM00087	RPMI-8226	Cell Line	Suspension			 COLO-775 has been shown to be a derivitive of RPMI-8226 (ICLAC).	NCI:RPMI-8226	COSMIC905964,ACH-000817,CVCL_0014,CCLE_Name:RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM00854	GA-10	Cell Line	Suspension			 GA-10-Clone-4 and GA-10-Clone-20 are subclones of the GA 10 cell line derived by culturing the parental line on semi solid medium conditioned by a feeder layer (ATCC).	ATCC:CRL-2392	COSMIC1303896,ACH-000162,CVCL_1222,CCLE_Name:GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM00101	NCI-H2591	Cell Line	Unknown			 	NCI-Navy Medical Oncology Branch:NCI-H2591	COSMIC1240131,ACH-002126,CVCL_A543,CCLE_Name:H2591_PLEURA	
	SIDM00929	CAL-78	Cell Line	Adherent			 	DSMZ:ACC-449	COSMIC1290765,ACH-000516,CVCL_1809,CCLE_Name:CAL78_BONE	
	SIDM00248	MKN74	Cell Line	Adherent			 MKN28 has been shown to be a derivitive of MKN74 (JCRB & ICLAC).	RIKEN:JCRB0255	COSMIC908140,ACH-000758,CVCL_2791,CCLE_Name:MKN74_STOMACH	
	SIDM00975	WM278	Cell Line	Adherent			 	Rockland:WM278	COSMIC1240226,ACH-002206,CVCL_6473,CCLE_Name:WM278_SKIN	
	SIDM00446	OCI-AML2	Cell Line	Suspension			 	DSMZ:ACC-99	COSMIC910947,ACH-000113,CVCL_1619,CCLE_Name:OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM01466	TC-205	Cell Line	Unknown			 	Childhood Cancer Repository:TC-205	ACH-001431,CVCL_4Z31,CCLE_Name:TC205_BONE	
	SIDM00907	CA46	Cell Line	Suspension			 	ATCC:CRL-1648	COSMIC910703,ACH-000440,CVCL_1101,CCLE_Name:CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM01336	SNU-1105	Cell Line	Adherent			 	KCLB: 01105	ACH-000368,CVCL_5010,CCLE_Name:SNU1105_CENTRAL_NERVOUS_SYSTEM	11776963.0
	SIDM00799	A172	Cell Line	Adherent			 	ATCC:CRL-1620	COSMIC687563,ACH-000558,CVCL_0131,CCLE_Name:A172_CENTRAL_NERVOUS_SYSTEM	
	SIDM00310	NCI-H2804	Cell Line	Unknown			 	NCI-Navy Medical Oncology Branch:NCI-H2804	COSMIC1240136,ACH-002132,CVCL_U998,CCLE_Name:H2804_PLEURA	
	SIDM00076	TE-13	Cell Line	Unknown			 TE-2, TE-3, TE-7, TE-12 & TE-13 share common ancestry (PMID: 17804709)	unknown:unknown	CVCL_4463	
	SIDM00112	U031	Cell Line	Unknown			 	NCI:UO-31	COSMIC905981,ACH-000428,CVCL_1911,CCLE_Name:UO31_KIDNEY	
	SIDM01042	EVSA-T	Cell Line	Adherent			 	DSMZ:ACC-433	COSMIC906862,ACH-001065,CVCL_1207,CCLE_Name:EVSAT_BREAST	
	SIDM01729	JHUEM-2	Cell Line	Semi-Adherent			 	JCRB:RCB1551	ACH-000909,,CCLE_Name:JHUEM2_ENDOMETRIUM	
	SIDM00567	ONS-76	Cell Line	Adherent			 	JCRB:IFO50355	COSMIC909248,ACH-000776,CVCL_1624,CCLE_Name:ONS76_CENTRAL_NERVOUS_SYSTEM	
	SIDM01166	ACCS	Cell Line	Adherent			 ACCS has been shown to be a derivitive of T24 (PMID: 20143388).	None:None	ACH-001011,CVCL_6876,CCLE_Name:ACCS_URINARY_TRACT	
	SIDM01761	TE-159-T	Cell Line	Adherent			 	ATCC:CRL-7752	ACH-000175,,CCLE_Name:TE159T_FIBROBLAST	
	SIDM00778	NCI-H747	Cell Line	Semi-Adherent			 	ATCC:CCL-252	COSMIC908457,ACH-000403,CVCL_1587,CCLE_Name:NCIH747_LARGE_INTESTINE	
	SIDM00237	PC-14	Cell Line	Adherent			 PC-14 has been shown to be a derivitive of PC-9 (RIKEN, ECACC).	RIKEN:RCB0446	COSMIC753608,ACH-000030,CVCL_1640,CCLE_Name:PC14_LUNG	
	SIDM00242	NOS-1	Cell Line	Adherent			 	RIKEN:RCB1032	COSMIC925345,ACH-002067,CVCL_1610,CCLE_Name:NOS1_BONE	
	SIDM00223	IST-SL1	Cell Line	Semi-Adherent			 	ICLC:HTL97012	COSMIC753564,ACH-002144,CVCL_1313,CCLE_Name:ISTSL1_LUNG	
	SIDM01041	FLO-1	Cell Line	Adherent			 	DSMZ:ACC--698	COSMIC1503361,ACH-001500,CVCL_2045,CCLE_Name:FLO1_OESOPHAGUS	
	SIDM00021	TE-3	Cell Line	Unknown			 TE-2, TE-3, TE-7, TE-12 & TE-13 share common ancestry (PMID: 17804709)	unknown:unknown	CVCL_9971	
	SIDM01087	RPMI-7951	Cell Line	Adherent			 	ATCC:HTB-66	COSMIC910903,ACH-000348,CVCL_1666,CCLE_Name:RPMI7951_SKIN	
	SIDM00797	A2058	Cell Line	Adherent			 	ATCC:CRL-11147	COSMIC906792,ACH-000788,CVCL_1059,CCLE_Name:A2058_SKIN	
	SIDM00382	SF126	Cell Line	Unknown			 	JCRB:IFO50286	COSMIC909712,ACH-000609,CVCL_1688,CCLE_Name:SF126_CENTRAL_NERVOUS_SYSTEM	
	SIDM00142	COLO-684	Cell Line	Suspension			 COLO-685 was established from the same patient as COLO-684 (DSMZ).	ECACC:87061203	COSMIC910691,ACH-000864,CVCL_1132,CCLE_Name:COLO684_ENDOMETRIUM	
	SIDM01604	HCC1833	Cell Line	Adherent			 	KCLB:71833	ACH-000712,CVCL_5129,CCLE_Name:HCC1833_LUNG	
	SIDM00215	SNU-283	Cell Line	Adherent			 	KCLB:283	COSMIC1659929,ACH-000708,CVCL_5044,CCLE_Name:SNU283_LARGE_INTESTINE	
	SIDM01763	TE-125-T	Cell Line	Adherent			 	ATCC:CRL-7945_FL	ACH-000079,,CCLE_Name:TE125T_FIBROBLAST	
	SIDM01449	SNU-410	Cell Line	Adherent			 	KCLB:00410	ACH-000517,CVCL_5059,CCLE_Name:SNU410_PANCREAS	12037578.0
	SIDM01438	SNU-739	Cell Line	Adherent			 	KCLB:00739	CVCL_5088	11819450.0
	SIDM00774	HCC2157	Cell Line	Suspension			 HCC2157-BL is a B-lymphoblastoid cell line initiated by Epstein Barr virus (EBV) transformation of peripheral blood lymphocytes obtained from the same patient as HCC2157 (ATCC).	ATCC:CRL-2340	COSMIC749715,ACH-000691,CVCL_1261,CCLE_Name:HCC2157_BREAST	
	SIDM01578	KMBC-2	Cell Line	Adherent			 	JCRB:JCRB1148	ACH-000862,CVCL_2977,CCLE_Name:KMBC2_URINARY_TRACT	
	SIDM00804	143B	Cell Line	Adherent			 HOS and 143B originated from the same patient: 143B is TK- and originated indirectly from HOS which is TK+ (ECACC & PMID: 20544518).  HTK- and 143B have a common STR profile and are thought to be the same cell line (ECACC).	ECACC:91112502	COSMIC906796,ACH-001001,CVCL_2270,CCLE_Name:143B_BONE	
	SIDM00137	NCI-H3122	Cell Line	Unknown			 	NCI:NCI-H3122	COSMIC1240190,ACH-000337,CVCL_5160,CCLE_Name:NCIH3122_LUNG	
	SIDM01081	SCC-4	Cell Line	Adherent			 	ATCC:CRL-1624	COSMIC910904,ACH-000238,CVCL_1684,CCLE_Name:SCC4_UPPER_AERODIGESTIVE_TRACT	
	SIDM00353	RKN	Cell Line	Unknown			 	JCRB:JCRB0176	COSMIC1298539,ACH-000505,CVCL_3156,CCLE_Name:RKN_SOFT_TISSUE	
	SIDM00143	COLO-668	Cell Line	Semi-Adherent			 	ECACC:87061209	COSMIC910692,ACH-000803,CVCL_1128,CCLE_Name:COLO668_LUNG	
	SIDM01767	Sq-1	Cell Line	Adherent			 	RIKEN:RCB1905	ACH-000553,,CCLE_Name:SQ1_LUNG	
	SIDM00491	ASH-3	Cell Line	Adherent			 	JCRB:JCRB1073	COSMIC1290722,ACH-001443,CVCL_2856,CCLE_Name:ASH3_THYROID	
	SIDM01164	SW1783	Cell Line	Adherent			 	ATCC:HTB-13	COSMIC909750,ACH-000883,CVCL_1722,CCLE_Name:SW1783_CENTRAL_NERVOUS_SYSTEM	
	SIDM01226	LC-1-sq-SF	Cell Line	Adherent	SIDM00300	SIDS00679	 LC-1F (Floating variant) is from the same patient as LC-1-sq (Lung Cancer-1/Squamous).  LC-1-sq-SF is a variant of LC-1-sq cultured in serum-free media (RIKEN).	RIKEN:RCB0438	ACH-001113,CVCL_5480,CCLE_Name:LC1SQSF_LUNG	
	SIDM00956	COLO-680N	Cell Line	Adherent			 	DSMZ:ACC-182	COSMIC906817,ACH-000717,CVCL_1131,CCLE_Name:COLO680N_OESOPHAGUS	
	SIDM00090	OVCAR-8	Cell Line	Unknown			 NCI-ADR-RES has been shown to be derivitive of OVCAR-8 (ICLAC)	NCI:OVCAR-8	COSMIC905991,ACH-000696,CVCL_1629,CCLE_Name:OVCAR8_OVARY	
	SIDM00458	OCI-M1	Cell Line	Suspension			 	DSMZ:ACC-529	COSMIC1330985,ACH-000751,CVCL_2149,CCLE_Name:OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM00606	KNS-62	Cell Line	Adherent			 	JCRB:IFO50358	COSMIC753569,ACH-000858,CVCL_1335,CCLE_Name:KNS62_LUNG	
	SIDM00847	RD	Cell Line	Adherent			 	ATCC:CCL-136	COSMIC909264,ACH-000169,CVCL_1649,CCLE_Name:RD_SOFT_TISSUE	
	SIDM01377	OVSAHO	Cell Line	Adherent			 	JCRB:JCRB1046	ACH-000409,CVCL_3114,CCLE_Name:OVSAHO_OVARY	9328139.0
	SIDM01857	H376	Cell Line	Adherent			 	ECACC:06092005	ACH-001510,,CCLE_Name:H376_UPPER_AERODIGESTIVE_TRACT	1692339.0
	SIDM00928	CAL-85-1	Cell Line	Adherent			 	DSMZ:ACC-440	COSMIC910852,ACH-000857,CVCL_1114,CCLE_Name:CAL851_BREAST	
	SIDM01142	Tera-2	Cell Line	Adherent			 NTERA-2 was established in 1980 from a nude mouse xenograft of the Tera 2 cell line.  NTERA-2-cl-D1 is a sub-clone of NTERA-2 (ATCC).	ATCC:HTB-106	ACH-001672,CVCL_2777,CCLE_Name:TERA2_SOFT_TISSUE	
	SIDM01106	SK-MEL-24	Cell Line	Adherent			 	ATCC:HTB-71	COSMIC909725,ACH-000822,CVCL_0599,CCLE_Name:SKMEL24_SKIN	
	SIDM01630	COV362-4	Cell Line	Adherent	SIDM01479	SIDS01286	 COV362-4 is a subline of an early passage of the cell line COV362. (ECACC).	ECACC:07071904	CVCL_2421	
	SIDM01785	NGP	Cell Line	Adherent			 	DSMZ:ACC-676	ACH-001366,,CCLE_Name:NGP_AUTONOMIC_GANGLIA	
	SIDM00475	OV-56	Cell Line	Adherent			 	ECACC:96020759	COSMIC1480362,ACH-000091,CVCL_2673,CCLE_Name:OV56_OVARY	
	SIDM01159	SW872	Cell Line	Adherent			 	ATCC:HTB-92	COSMIC909756,ACH-002310,CVCL_1730,CCLE_Name:SW872_SOFT_TISSUE	
	SIDM00073	BOKU	Cell Line	Unknown			 	JCRB:IFO50323	COSMIC753536,ACH-001451,CVCL_1089,CCLE_Name:BOKU_CERVIX	
	SIDM01538	CHLA-218	Cell Line	Unknown			 	Childhood Cancer Repository:CHLA-218	ACH-001030,CVCL_0B48,CCLE_Name:CHLA218_BONE	
	SIDM00287	BALL-1	Cell Line	Suspension			 	RIKEN:RCB0256	COSMIC910705,ACH-002211,CVCL_1075,CCLE_Name:BALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM01614	HEC-50B	Cell Line	Adherent			 	JCRB:JCRB1145	ACH-000831,CVCL_2929,CCLE_Name:HEC50B_ENDOMETRIUM	
	SIDM00607	KNS-42	Cell Line	Unknown			 	JCRB:IFO50356	COSMIC907282,ACH-000622,CVCL_0378,CCLE_Name:KNS42_CENTRAL_NERVOUS_SYSTEM	
	SIDM00760	NCI-H1963	Cell Line	Suspension			 	ATCC:CRL-5982	COSMIC688010,ACH-000729,CVCL_1510,CCLE_Name:NCIH1963_LUNG	
	SIDM01705	Hs-698-T	Cell Line	Adherent			 	ATCC:CRL-7435	ACH-000850,,CCLE_Name:HS698T_FIBROBLAST	
	SIDM00738	NCI-H1755	Cell Line	Semi-Adherent			 	ATCC:CRL-5892	COSMIC908475,ACH-000282,CVCL_1492,CCLE_Name:NCIH1755_LUNG	
	SIDM00309	NCI-H2803	Cell Line	Unknown			 	NCI-Navy Medical Oncology Branch:NCI-H2803	COSMIC1240135,ACH-002131,CVCL_U997,CCLE_Name:H2803_PLEURA	
	SIDM00932	CAL-54	Cell Line	Adherent			 	DSMZ:ACC-365	COSMIC910952,ACH-000457,CVCL_1111,CCLE_Name:CAL54_KIDNEY	
	SIDM01033	KU-19-19	Cell Line	Adherent			 	DSMZ:ACC-395	COSMIC907312,ACH-000486,CVCL_1344,CCLE_Name:KU1919_URINARY_TRACT	
	SIDM00312	L-363	Cell Line	Suspension			 	DSMZ:ACC-49	COSMIC924239,ACH-000183,CVCL_1357,CCLE_Name:L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM00554	KURAMOCHI	Cell Line	Unknown			 	JCRB:JCRB0098	COSMIC909975,ACH-000524,CVCL_1345,CCLE_Name:KURAMOCHI_OVARY	
	SIDM00866	HCC1143	Cell Line	Adherent			 HCC1143-BL is a B-lymphoblastoid cell line initiated using peripheral blood lymphocytes obtained from the same patient as HCC1143 (ATCC).	ATCC:CRL-2321	COSMIC749710,ACH-000374,CVCL_1245,CCLE_Name:HCC1143_BREAST	
	SIDM00751	NCI-H1563	Cell Line	Adherent			 	ATCC:CRL-5875	COSMIC753600,ACH-000892,CVCL_1475,CCLE_Name:NCIH1563_LUNG	
	SIDM01490	COR-L24	Cell Line	Suspension			 	ECACC:96020717	ACH-000382,CVCL_2409,CCLE_Name:CORL24_LUNG	
	SIDM01764	T3M-10	Cell Line	Adherent			 	RIKEN:RCB1020	ACH-000813,,CCLE_Name:T3M10_LUNG	
	SIDM00904	Hep-G2	Cell Line	Adherent			 C3A is clonal derivative of Hep-G2 that was selected for strong contact inhibition of growth, high albumin production, high production of alpha fetoprotein (AFP) and ability to grow in glucose deficient medium (ATCC).	ATCC:HB-8065	COSMIC1298135,ACH-000739,CVCL_0027,CCLE_Name:HEPG2_LIVER	
	SIDM00442	ML-1	Cell Line	Adherent			 	DSMZ:ACC-464	COSMIC1240178,ACH-000058,CVCL_H525,CCLE_Name:ML1_THYROID	
	SIDM00535	H-EMC-SS	Cell Line	Adherent			 	ECACC:94042258	COSMIC907290,ACH-001519,CVCL_1238,CCLE_Name:HEMCSS_BONE	
	SIDM00624	MM1	Cell Line	Semi-Adherent			 MM1R is a dexamethasone resistant line derived from MM1.  MM1S is a dexamethasone sensitive line derived from MM1 (ATCC).	unknown:unknown	CVCL_5801	
	SIDM00787	DLD-1	Cell Line	Adherent			 DLD-1, HCT-15, HCT-8 and HRT-18 have been shown to have a common genetic origin (ECACC & PMID: 9809040).	ECACC:90102540	COSMIC910912,ACH-001061,CVCL_0248,CCLE_Name:DLD1_LARGE_INTESTINE	
	SIDM00304	JHOS-3	Cell Line	Adherent			 	RIKEN:RCB1546	COSMIC1480358,ACH-002146,CVCL_4648,CCLE_Name:JHOS3_OVARY	
	SIDM01733	IOMM-Lee	Cell Line	Adherent			 	ATCC:CRL-3370	ACH-000629,,CCLE_Name:IOMMLEE_CENTRAL_NERVOUS_SYSTEM	
	SIDM00134	HOP-92	Cell Line	Unknown			 	NCI:HOP-92	COSMIC905973,ACH-000825,CVCL_1286,CCLE_Name:HOP92_LUNG	
	SIDM01064	HDLM-2	Cell Line	Suspension			 	DSMZ:ACC-17	COSMIC924110,ACH-000267,CVCL_0009,CCLE_Name:HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM01522	BDCM	Cell Line	Suspension			Leukaemic cell byproduct of a therapeutic pheresis of a patient with M5a AML (PMID: 12437665) 	ATCC:CRL-2740	ACH-000080,CVCL_4613,CCLE_Name:BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM01628	MOR-CPR	Cell Line	Suspension	SIDM01390	SIDS01407	 MOR/CPR has been developed by growing the parent line, MOR, in increasing concentrations of cisplatin. (ECACC),	ECACC:96042333	ACH-000851,CVCL_2620,CCLE_Name:MORCPR_LUNG	
	SIDM00250	TE-4	Cell Line	Adherent			 	RIKEN:RCB2097	COSMIC1503371,ACH-000917,CVCL_3337,CCLE_Name:TE4_OESOPHAGUS	
	SIDM00697	NCI-H1436	Cell Line	Suspension			 	ATCC:CRL-5871	COSMIC908469,ACH-000830,CVCL_1471,CCLE_Name:NCIH1436_LUNG	
	SIDM00405	SU-DHL-4	Cell Line	Suspension			 	DSMZ:ACC-495	COSMIC1331035,ACH-000365,CVCL_0539,CCLE_Name:SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM01406	UM-UC-13	Cell Line	Adherent			 	ECACC:08090508	ACH-001407,CVCL_2746,CCLE_Name:UMUC13_URINARY_TRACT	
	SIDM00437	MOLM-13	Cell Line	Suspension			 MOLM-13 and MOLM-14 are sister cell lines, both established from the peripheral blood of the same patient (DSMZ).	DSMZ:ACC-554	COSMIC1330947,ACH-000362,CVCL_2119,CCLE_Name:MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM01639	MB-1	Cell Line	Adherent			 	DSMZ:ACC-638	ACH-001356,,CCLE_Name:MB1_THYROID	
	SIDM00586	huH-1	Cell Line	Unknown			 	JCRB:JCRB0199	COSMIC1298146,ACH-000475,CVCL_2956,CCLE_Name:HUH1_LIVER	
	SIDM00297	LC-2-ad	Cell Line	Adherent			 	RIKEN:RCC0440	COSMIC907786,ACH-002157,CVCL_1373,CCLE_Name:LC2AD_LUNG	
	SIDM01524	ANGM-CSS	Cell Line	Adherent			 	ECACC:8040401	ACH-001329,CVCL_2297,CCLE_Name:ANGMCSS_CENTRAL_NERVOUS_SYSTEM	
	SIDM00925	NCI-H441	Cell Line	Adherent			 	ATCC:HTB-174	COSMIC908460,ACH-000638,CVCL_1561,CCLE_Name:NCIH441_LUNG	
	SIDM00151	IGROV-1	Cell Line	Unknown			 	NCI:IGR-OV1	COSMIC905968,ACH-000966,CVCL_1304,CCLE_Name:IGROV1_OVARY	
	SIDM00758	NCI-H1993	Cell Line	Adherent			 NCI-H1993 and NCI-H2073 were derived from the same patient (ATCC).	ATCC:CRL-5909	COSMIC908476,ACH-001137,CVCL_1512,CCLE_Name:NCIH1993_LUNG	
	SIDM01188	SU8686	Cell Line	Adherent			 	ATCC:CRL-1837	COSMIC1240218,ACH-000114,CVCL_3881,CCLE_Name:SU8686_PANCREAS	
	SIDM01139	PANC-02-03	Cell Line	Adherent			 	ATCC:CRL-2553	COSMIC1298475,ACH-000042,CVCL_1633,CCLE_Name:PANC0203_PANCREAS	
	SIDM01531	CI-1	Cell Line	Suspension			 	DSMZ:ACC 570	ACH-000687,CVCL_1861,CCLE_Name:CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM01909	UM-UC-5	Cell Line	Adherent			 	ECACC:0809502	ACH-001411,,CCLE_Name:UMUC5_URINARY_TRACT	3761468.0
